#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8707929.1         -           1211 522at5125            -           1440  1.5e-158  529.0   0.5   2   2  6.3e-155  7.1e-152  506.8   0.5   836  1310   675  1172   672  1182 0.91 Chitin synthase 4 [Beauveria bassiana]
KAH8712413.1         -            629 522at5125            -           1440     1e-31  108.6   0.7   1   1   1.3e-34   1.4e-31  108.2   0.7   806  1286   142   618   130   621 0.77 Chitin synthase 6 [Beauveria bassiana]
KAH8707218.1         -            922 522at5125            -           1440   4.5e-21   73.4   0.0   1   2   6.7e-21   7.5e-18   62.7   0.0   999  1196   375   584   368   618 0.76 Chitin synthase 1 [Beauveria bassiana]
KAH8707218.1         -            922 522at5125            -           1440   4.5e-21   73.4   0.0   2   2   0.00015      0.17    8.5   0.1  1217  1276   721   781   709   850 0.83 Chitin synthase 1 [Beauveria bassiana]
KAH8709249.1         -           1013 522at5125            -           1440   1.5e-15   55.0   0.2   1   2   1.3e-15   1.4e-12   45.2   0.0  1002  1170   459   634   452   660 0.77 Chitin synthase 2 [Beauveria bassiana]
KAH8709249.1         -           1013 522at5125            -           1440   1.5e-15   55.0   0.2   2   2   0.00029      0.32    7.6   0.4  1220  1276   781   838   734   903 0.78 Chitin synthase 2 [Beauveria bassiana]
KAH8708781.1         -            700 522at5125            -           1440   5.3e-15   53.3   4.1   1   1   7.5e-18   8.4e-15   52.6   4.1  1000  1277   254   534   234   555 0.73 Chitin synthase D [Beauveria bassiana]
KAH8719039.1         -            695 522at5125            -           1440   9.6e-15   52.4   5.2   1   2      0.17   1.9e+02   -1.6   7.2  1188  1262    21    96     9   132 0.79 Chitin synthase D [Beauveria bassiana]
KAH8719039.1         -            695 522at5125            -           1440   9.6e-15   52.4   5.2   2   2   8.6e-18   9.6e-15   52.4   5.2   999  1277   239   520   232   531 0.74 Chitin synthase D [Beauveria bassiana]
KAH8709627.1         -            863 522at5125            -           1440     5e-13   46.7   6.0   1   2   5.6e-14   6.3e-11   39.7   0.0  1001  1167   339   513   331   568 0.81 Chitin synthase 3 [Beauveria bassiana]
KAH8709627.1         -            863 522at5125            -           1440     5e-13   46.7   6.0   2   2    0.0027         3    4.3   6.4  1220  1275   664   720   617   728 0.74 Chitin synthase 3 [Beauveria bassiana]
KAH8720369.1         -            650 522at5125            -           1440   3.1e-06   24.2   0.2   1   1   7.9e-09   8.9e-06   22.7   0.2  1000  1085   292   377   285   445 0.82 Hyaluronan synthase 2 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/522at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/522at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/522at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:25:40 2024
# [ok]
