#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8709896.1         -           1744 8997at5125           -            762   4.9e-34  117.1  26.2   1   5   3.4e-07   0.00027   18.7   0.5   110   246     7   171     3   177 0.70 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAH8709896.1         -           1744 8997at5125           -            762   4.9e-34  117.1  26.2   2   5   1.5e-35   1.2e-32  112.5  19.4   253   632   213   616   204   643 0.65 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAH8709896.1         -           1744 8997at5125           -            762   4.9e-34  117.1  26.2   3   5       3.5   2.8e+03   -4.5   6.0   505   623   654   779   647   802 0.62 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAH8709896.1         -           1744 8997at5125           -            762   4.9e-34  117.1  26.2   4   5       3.3   2.6e+03   -4.4   3.5   561   598   888   925   822   975 0.44 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAH8709896.1         -           1744 8997at5125           -            762   4.9e-34  117.1  26.2   5   5      0.61   4.9e+02   -2.0   0.1    45    67  1568  1590  1536  1594 0.82 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAH8718134.1         -            661 8997at5125           -            762   3.6e-30  104.3   0.3   1   2   4.4e-33   3.6e-30  104.3   0.3   198   473    71   333    45   342 0.81 Kinesin-like protein KIF22 [Beauveria bassiana]
KAH8718134.1         -            661 8997at5125           -            762   3.6e-30  104.3   0.3   2   2       1.3     1e+03   -3.1   0.9    59   104   411   462   374   492 0.58 Kinesin-like protein KIF22 [Beauveria bassiana]
KAH8708760.1         -            568 8997at5125           -            762   5.2e-14   50.9   0.0   1   1   1.2e-16     1e-13   49.9   0.0   252   429    62   243    57   248 0.78 Kinesin-like motor protein 9 [Beauveria bassiana]
KAH8708905.1         -            460 8997at5125           -            762   6.4e-08   30.7   1.8   1   2     2e-07   0.00016   19.5   1.4   179   408    58   321    54   387 0.63 Kinesin-related protein 6 [Beauveria bassiana]
KAH8708905.1         -            460 8997at5125           -            762   6.4e-08   30.7   1.8   2   2   0.00032      0.26    8.9   0.0   414   469   400   450   358   457 0.78 Kinesin-related protein 6 [Beauveria bassiana]
KAH8708759.1         -            225 8997at5125           -            762     0.076   10.6   0.2   1   1   0.00013       0.1   10.2   0.2   207   246   103   142    81   148 0.88 Kinesin-like protein subito [Beauveria bassiana]
KAH8718874.1         -            220 8997at5125           -            762      0.08   10.6   0.0   1   1   0.00013       0.1   10.2   0.0   331   389   116   174   105   186 0.85 hypothetical protein HC256_003502 [Beauveria bassiana]
KAH8720737.1         -            574 8997at5125           -            762      0.12   10.0   0.1   1   1    0.0002      0.16    9.5   0.1    48   104   386   440   364   462 0.73 DNA polymerase iota [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/8997at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/8997at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/8997at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:25:56 2024
# [ok]
