#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PHA62_005871-T1      -            686 4603at5125           -            744   6.9e-61  205.8  15.1   3   3   9.3e-16   1.2e-13   49.5   0.0   585   671   581   667   577   681 0.65 PHA62_005871
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   1   6   9.3e-08   1.2e-05   23.1   0.0   195   247   262   313   252   325 0.85 PHA62_005847
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   2   6   1.1e-08   1.4e-06   26.2   0.0   360   682   353   401   323   407 0.59 PHA62_005847
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   3   6   1.8e-08   2.4e-06   25.4   0.0   640   682   357   401   349   423 0.85 PHA62_005847
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   4   6   1.2e-08   1.6e-06   26.0   0.1   368   423   440   496   432   499 0.88 PHA62_005847
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   5   6   1.9e-18   2.5e-16   58.4   1.4   380   466   493   579   488   583 0.94 PHA62_005847
PHA62_005847-T1      -            714 4603at5125           -            744   9.4e-46  155.7  14.7   6   6   9.4e-10   1.3e-07   29.7   0.6   622   722   584   687   580   698 0.46 PHA62_005847
PHA62_009125-T1      -            473 4603at5125           -            744   6.8e-39  133.0  18.5   1   3   5.2e-17   6.9e-15   53.7   2.6   521   656   156   295   139   302 0.90 PHA62_009125
PHA62_009125-T1      -            473 4603at5125           -            744   6.8e-39  133.0  18.5   2   3   3.2e-16   4.3e-14   51.0   2.5   521   614   240   335   238   343 0.92 PHA62_009125
PHA62_009125-T1      -            473 4603at5125           -            744   6.8e-39  133.0  18.5   3   3   5.9e-17   7.8e-15   53.5   0.3   522   676   283   450   283   462 0.82 PHA62_009125
PHA62_000528-T1      -            902 4603at5125           -            744   7.1e-35  119.7  12.6   1   4   4.2e-05    0.0056   14.3   0.1   521   612   103   154    75   171 0.62 PHA62_000528
PHA62_000528-T1      -            902 4603at5125           -            744   7.1e-35  119.7  12.6   2   4   1.5e-11   2.1e-09   35.6   0.4   582   682   195   299   182   306 0.87 PHA62_000528
PHA62_000528-T1      -            902 4603at5125           -            744   7.1e-35  119.7  12.6   3   4   1.9e-16   2.6e-14   51.8   0.1   414   612   417   635   406   645 0.75 PHA62_000528
PHA62_000528-T1      -            902 4603at5125           -            744   7.1e-35  119.7  12.6   4   4   5.4e-08   7.2e-06   23.9   0.3   397   445   662   712   650   722 0.63 PHA62_000528
PHA62_007250-T1      -            656 4603at5125           -            744   1.8e-33  115.1   4.2   1   3   6.5e-12   8.7e-10   36.8   0.0   379   448   317   388   302   399 0.63 PHA62_007250
PHA62_007250-T1      -            656 4603at5125           -            744   1.8e-33  115.1   4.2   2   3   2.3e-08     3e-06   25.1   0.0   415   454   431   470   425   478 0.92 PHA62_007250
PHA62_007250-T1      -            656 4603at5125           -            744   1.8e-33  115.1   4.2   3   3   9.1e-17   1.2e-14   52.8   0.5   613   713   504   604   498   634 0.88 PHA62_007250
PHA62_009925-T1      -            514 4603at5125           -            744   1.7e-32  111.9  10.9   1   4   2.3e-09     3e-07   28.4   0.1   392   683   160   222   135   239 0.49 PHA62_009925
PHA62_009925-T1      -            514 4603at5125           -            744   1.7e-32  111.9  10.9   2   4   6.7e-13   8.9e-11   40.1   2.6   541   622   251   331   226   343 0.86 PHA62_009925
PHA62_009925-T1      -            514 4603at5125           -            744   1.7e-32  111.9  10.9   3   4     1e-08   1.4e-06   26.2   0.0   622   699   371   452   364   457 0.85 PHA62_009925
PHA62_009925-T1      -            514 4603at5125           -            744   1.7e-32  111.9  10.9   4   4     2e-09   2.6e-07   28.6   0.1   521   596   435   512   434   514 0.94 PHA62_009925
PHA62_005578-T1      -            960 4603at5125           -            744   5.5e-32  110.2  13.9   1   5   5.2e-11   6.9e-09   33.8   0.2   380   518    71   219    63   225 0.84 PHA62_005578
PHA62_005578-T1      -            960 4603at5125           -            744   5.5e-32  110.2  13.9   2   5       2.6   3.5e+02   -1.6   0.0   665   687   293   315   268   320 0.85 PHA62_005578
PHA62_005578-T1      -            960 4603at5125           -            744   5.5e-32  110.2  13.9   3   5   3.6e-10   4.8e-08   31.0   0.2   566   679   422   537   413   547 0.80 PHA62_005578
PHA62_005578-T1      -            960 4603at5125           -            744   5.5e-32  110.2  13.9   4   5   4.1e-08   5.5e-06   24.2   0.0   382   462   566   650   550   661 0.83 PHA62_005578
PHA62_005578-T1      -            960 4603at5125           -            744   5.5e-32  110.2  13.9   5   5   9.3e-09   1.2e-06   26.4   0.5   393   445   668   722   660   730 0.87 PHA62_005578
PHA62_004359-T1      -            587 4603at5125           -            744   6.5e-32  109.9   6.1   1   4   0.00014     0.018   12.6   0.2   648   685   281   320   259   333 0.79 PHA62_004359
PHA62_004359-T1      -            587 4603at5125           -            744   6.5e-32  109.9   6.1   2   4   8.1e-14   1.1e-11   43.1   0.2   383   450   338   407   323   413 0.91 PHA62_004359
PHA62_004359-T1      -            587 4603at5125           -            744   6.5e-32  109.9   6.1   3   4   6.8e-11     9e-09   33.4   0.0   533   599   421   490   411   494 0.88 PHA62_004359
PHA62_004359-T1      -            587 4603at5125           -            744   6.5e-32  109.9   6.1   4   4   3.3e-07   4.4e-05   21.2   0.0   559   612   503   556   498   584 0.71 PHA62_004359
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   1   7   6.1e-09   8.1e-07   27.0   0.1   164   257    53   145    29   198 0.86 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   2   7     0.062       8.3    3.8   0.1    79   176   197   298   174   303 0.73 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   3   7   3.8e-11   5.1e-09   34.3   0.2   416   467   322   374   318   380 0.93 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   4   7   5.9e-07   7.9e-05   20.4   0.1   539   597   380   437   376   440 0.86 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   5   7   7.4e-07   9.9e-05   20.1   0.1   413   458   481   526   476   528 0.91 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   6   7   7.4e-06   0.00098   16.8   0.0   376   426   525   574   520   597 0.82 PHA62_000301
PHA62_000301-T1      -            969 4603at5125           -            744   1.1e-29  102.5  33.7   7   7         2   2.7e+02   -1.2   0.1   542   555   652   665   647   673 0.78 PHA62_000301
PHA62_007003-T1      -            452 4603at5125           -            744   1.7e-28   98.7   1.3   1   2     1e-20   1.3e-18   65.9   0.2   525   679   109   277    95   292 0.84 PHA62_007003
PHA62_007003-T1      -            452 4603at5125           -            744   1.7e-28   98.7   1.3   2   2   3.3e-10   4.3e-08   31.2   0.0   586   658   328   403   313   415 0.85 PHA62_007003
PHA62_005508-T1      -            490 4603at5125           -            744   2.7e-28   98.0   4.3   1   3   2.7e-11   3.6e-09   34.8   0.2   525   602   139   218   131   230 0.72 PHA62_005508
PHA62_005508-T1      -            490 4603at5125           -            744   2.7e-28   98.0   4.3   2   3   2.3e-15     3e-13   48.2   0.0   560   682   234   362   220   365 0.81 PHA62_005508
PHA62_005508-T1      -            490 4603at5125           -            744   2.7e-28   98.0   4.3   3   3   6.5e-07   8.6e-05   20.3   0.5   547   638   348   444   344   457 0.88 PHA62_005508
PHA62_008247-T1      -            467 4603at5125           -            744   6.8e-27   93.4   5.6   1   4   3.3e-10   4.3e-08   31.2   0.0   561   641   108   192   102   195 0.88 PHA62_008247
PHA62_008247-T1      -            467 4603at5125           -            744   6.8e-27   93.4   5.6   2   4   3.5e-12   4.6e-10   37.7   0.2   521   614   195   300   190   305 0.82 PHA62_008247
PHA62_008247-T1      -            467 4603at5125           -            744   6.8e-27   93.4   5.6   3   4   1.1e-08   1.5e-06   26.1   0.1   392   657   333   409   326   418 0.49 PHA62_008247
PHA62_008247-T1      -            467 4603at5125           -            744   6.8e-27   93.4   5.6   4   4       7.5     1e+03   -3.1   0.0   578   596   445   465   434   466 0.61 PHA62_008247
PHA62_009221-T1      -            354 4603at5125           -            744   1.5e-24   85.6   0.8   1   2   3.7e-14   4.9e-12   44.2   0.2   501   642    36   181    25   190 0.87 PHA62_009221
PHA62_009221-T1      -            354 4603at5125           -            744   1.5e-24   85.6   0.8   2   2   8.6e-13   1.1e-10   39.7   0.0   533   658   195   330   186   348 0.87 PHA62_009221
PHA62_007682-T1      -            318 4603at5125           -            744   9.4e-24   83.0   9.6   1   4    0.0023      0.31    8.5   0.0   411   448     7    47     3    51 0.82 PHA62_007682
PHA62_007682-T1      -            318 4603at5125           -            744   9.4e-24   83.0   9.6   2   4   9.9e-16   1.3e-13   49.4   1.5   515   612    49   149    46   156 0.89 PHA62_007682
PHA62_007682-T1      -            318 4603at5125           -            744   9.4e-24   83.0   9.6   3   4   2.3e-10   3.1e-08   31.7   0.3   517   640   137   263   135   290 0.85 PHA62_007682
PHA62_007682-T1      -            318 4603at5125           -            744   9.4e-24   83.0   9.6   4   4      0.52        70    0.7   0.0   534   556   292   314   271   317 0.60 PHA62_007682
PHA62_000366-T1      -            489 4603at5125           -            744   3.5e-23   81.1   9.9   1   4    0.0024      0.32    8.5   0.0   647   686   166   207   149   214 0.84 PHA62_000366
PHA62_000366-T1      -            489 4603at5125           -            744   3.5e-23   81.1   9.9   2   4   1.8e-10   2.4e-08   32.1   0.2   536   607   225   296   210   305 0.83 PHA62_000366
PHA62_000366-T1      -            489 4603at5125           -            744   3.5e-23   81.1   9.9   3   4   3.9e-07   5.2e-05   21.0   0.1   533   599   305   375   296   381 0.83 PHA62_000366
PHA62_000366-T1      -            489 4603at5125           -            744   3.5e-23   81.1   9.9   4   4   6.6e-08   8.8e-06   23.6   0.6   522   597   407   482   401   485 0.88 PHA62_000366
PHA62_001785-T1      -            842 4603at5125           -            744   3.8e-23   81.0   0.3   1   3   1.8e-13   2.4e-11   41.9   0.0   537   678    65   216    45   217 0.82 PHA62_001785
PHA62_001785-T1      -            842 4603at5125           -            744   3.8e-23   81.0   0.3   2   3     1e-14   1.3e-12   46.1   0.1   522   656   133   275   132   298 0.76 PHA62_001785
PHA62_001785-T1      -            842 4603at5125           -            744   3.8e-23   81.0   0.3   3   3      0.18        24    2.3   0.0   213   252   652   692   638   702 0.83 PHA62_001785
PHA62_003385-T1      -            359 4603at5125           -            744     3e-20   71.4   6.5   1   3    0.0002     0.027   12.0   0.1   562   607    64   109    55   120 0.89 PHA62_003385
PHA62_003385-T1      -            359 4603at5125           -            744     3e-20   71.4   6.5   2   3   5.4e-13   7.3e-11   40.4   0.0   515   642   145   277   137   286 0.83 PHA62_003385
PHA62_003385-T1      -            359 4603at5125           -            744     3e-20   71.4   6.5   3   3   6.8e-07   9.1e-05   20.2   0.8   534   597   295   358   285   359 0.91 PHA62_003385
PHA62_002671-T1      -           1216 4603at5125           -            744   1.1e-19   69.5   0.8   1   2   1.1e-15   1.4e-13   49.3   0.3   526   645    54   177    38   209 0.87 PHA62_002671
PHA62_002671-T1      -           1216 4603at5125           -            744   1.1e-19   69.5   0.8   2   2     2e-06   0.00027   18.6   0.0   524   608   210   298   191   333 0.86 PHA62_002671
PHA62_004703-T1      -            898 4603at5125           -            744   1.2e-19   69.4   0.5   1   3     0.019       2.6    5.5   0.0   524   594   146   220   117   233 0.77 PHA62_004703
PHA62_004703-T1      -            898 4603at5125           -            744   1.2e-19   69.4   0.5   2   3   1.7e-07   2.3e-05   22.2   0.2   388   448   356   418   347   420 0.91 PHA62_004703
PHA62_004703-T1      -            898 4603at5125           -            744   1.2e-19   69.4   0.5   3   3   3.6e-12   4.8e-10   37.6   0.0   373   446   424   502   419   510 0.87 PHA62_004703
PHA62_008219-T1      -            517 4603at5125           -            744   1.1e-18   66.2   6.8   1   2   8.2e-15   1.1e-12   46.4   2.2   523   655   281   421   276   425 0.88 PHA62_008219
PHA62_008219-T1      -            517 4603at5125           -            744   1.1e-18   66.2   6.8   2   2   7.3e-07   9.7e-05   20.1   0.2   624   681   455   515   445   517 0.71 PHA62_008219
PHA62_003829-T1      -            447 4603at5125           -            744   2.5e-18   65.0   2.1   1   3   1.9e-13   2.6e-11   41.9   0.1   564   663    61   165    45   207 0.76 PHA62_003829
PHA62_003829-T1      -            447 4603at5125           -            744   2.5e-18   65.0   2.1   2   3      0.58        77    0.6   0.0   425   447   207   229   199   240 0.88 PHA62_003829
PHA62_003829-T1      -            447 4603at5125           -            744   2.5e-18   65.0   2.1   3   3   5.6e-07   7.4e-05   20.5   0.1   523   600   278   358   260   366 0.86 PHA62_003829
PHA62_008637-T1      -            606 4603at5125           -            744     1e-17   63.1   1.3   1   2   3.4e-17   4.5e-15   54.3   0.3   522   678   114   277   107   285 0.83 PHA62_008637
PHA62_008637-T1      -            606 4603at5125           -            744     1e-17   63.1   1.3   2   2     0.013       1.7    6.1   0.0   417   449   357   391   351   402 0.83 PHA62_008637
PHA62_004695-T1      -            610 4603at5125           -            744   1.5e-15   55.9  12.5   1   4   9.5e-06    0.0013   16.4   0.0   517   685    49   228    37   231 0.81 PHA62_004695
PHA62_004695-T1      -            610 4603at5125           -            744   1.5e-15   55.9  12.5   2   4   6.2e-09   8.3e-07   27.0   0.3   388   460   202   279   188   294 0.79 PHA62_004695
PHA62_004695-T1      -            610 4603at5125           -            744   1.5e-15   55.9  12.5   3   4   0.00018     0.023   12.2   0.1   522   576   319   378   310   403 0.54 PHA62_004695
PHA62_004695-T1      -            610 4603at5125           -            744   1.5e-15   55.9  12.5   4   4   2.6e-06   0.00035   18.3   1.6   530   640   493   608   477   609 0.83 PHA62_004695
PHA62_010481-T1      -            796 4603at5125           -            744   4.4e-15   54.3   2.7   1   3    0.0092       1.2    6.5   0.1   530   560    38    69    20    88 0.83 PHA62_010481
PHA62_010481-T1      -            796 4603at5125           -            744   4.4e-15   54.3   2.7   2   3   3.8e-10     5e-08   31.0   0.1   520   602   123   207   101   213 0.85 PHA62_010481
PHA62_010481-T1      -            796 4603at5125           -            744   4.4e-15   54.3   2.7   3   3   1.9e-05    0.0026   15.4   0.0   539   637   236   332   219   351 0.68 PHA62_010481
PHA62_000306-T1      -            379 4603at5125           -            744   8.9e-15   53.3   2.4   1   2     2e-08   2.6e-06   25.3   0.1   391   449   141   201   132   208 0.74 PHA62_000306
PHA62_000306-T1      -            379 4603at5125           -            744   8.9e-15   53.3   2.4   2   2   8.5e-09   1.1e-06   26.5   0.3   541   676   223   372   208   375 0.81 PHA62_000306
PHA62_009242-T1      -            971 4603at5125           -            744     1e-14   53.1   2.3   1   1   1.1e-16   1.5e-14   52.5   2.3   524   701    72   265    31   289 0.79 PHA62_009242
PHA62_007543-T1      -            320 4603at5125           -            744   2.8e-14   51.6   2.9   1   3   6.1e-08   8.1e-06   23.7   0.1   593   683    17   113     8   119 0.81 PHA62_007543
PHA62_007543-T1      -            320 4603at5125           -            744   2.8e-14   51.6   2.9   2   3   1.4e-11   1.9e-09   35.7   0.6   524   679    73   241    67   247 0.76 PHA62_007543
PHA62_007543-T1      -            320 4603at5125           -            744   2.8e-14   51.6   2.9   3   3    0.0021      0.28    8.7   1.0   375   465   207   311   204   319 0.50 PHA62_007543
PHA62_009753-T1      -            545 4603at5125           -            744   1.6e-13   49.1   0.8   1   2    0.0071      0.95    6.9   0.3   381   448    46   112    38   127 0.77 PHA62_009753
PHA62_009753-T1      -            545 4603at5125           -            744   1.6e-13   49.1   0.8   2   2   4.6e-13   6.2e-11   40.6   0.0   536   683   133   287   113   292 0.81 PHA62_009753
PHA62_002969-T1      -            752 4603at5125           -            744   1.8e-13   49.0   5.4   1   3   0.00051     0.068   10.7   0.2   540   675   389   522   364   528 0.56 PHA62_002969
PHA62_002969-T1      -            752 4603at5125           -            744   1.8e-13   49.0   5.4   2   3   3.6e-06   0.00048   17.8   0.1   412   465   530   587   516   596 0.79 PHA62_002969
PHA62_002969-T1      -            752 4603at5125           -            744   1.8e-13   49.0   5.4   3   3   2.6e-06   0.00035   18.3   0.2   400   448   604   655   592   661 0.84 PHA62_002969
PHA62_000512-T1      -            600 4603at5125           -            744   2.8e-13   48.3   0.2   1   2   2.7e-13   3.7e-11   41.3   0.1   466   638   154   350   139   364 0.76 PHA62_000512
PHA62_000512-T1      -            600 4603at5125           -            744   2.8e-13   48.3   0.2   2   2     0.041       5.5    4.4   0.0   538   561   459   482   448   491 0.82 PHA62_000512
PHA62_001161-T1      -            726 4603at5125           -            744   5.5e-13   47.4   0.0   1   1     6e-15     8e-13   46.8   0.0   524   609   631   718   622   721 0.91 PHA62_001161
PHA62_005048-T1      -            369 4603at5125           -            744   1.4e-11   42.7   6.5   1   3      0.76     1e+02    0.2   0.0   415   445    11    44     8    49 0.74 PHA62_005048
PHA62_005048-T1      -            369 4603at5125           -            744   1.4e-11   42.7   6.5   2   3   0.00039     0.052   11.1   0.1   409   465    69   132    54   136 0.79 PHA62_005048
PHA62_005048-T1      -            369 4603at5125           -            744   1.4e-11   42.7   6.5   3   3   8.8e-11   1.2e-08   33.1   3.8   526   648   123   250   121   282 0.72 PHA62_005048
PHA62_006286-T1      -            984 4603at5125           -            744   1.8e-11   42.4   0.0   1   2   1.3e-06   0.00017   19.3   0.0   522   600   321   400   308   413 0.86 PHA62_006286
PHA62_006286-T1      -            984 4603at5125           -            744   1.8e-11   42.4   0.0   2   2   5.4e-07   7.1e-05   20.5   0.1   386   447   478   543   461   549 0.86 PHA62_006286
PHA62_006366-T1      -            823 4603at5125           -            744   9.8e-11   39.9   3.8   1   3   0.00044     0.059   10.9   0.0   432   497   487   558   478   568 0.68 PHA62_006366
PHA62_006366-T1      -            823 4603at5125           -            744   9.8e-11   39.9   3.8   2   3       0.3        40    1.6   0.1   531   563   626   658   599   675 0.79 PHA62_006366
PHA62_006366-T1      -            823 4603at5125           -            744   9.8e-11   39.9   3.8   3   3   9.1e-09   1.2e-06   26.4   0.1   584   671   721   816   717   822 0.80 PHA62_006366
PHA62_009375-T1      -            338 4603at5125           -            744   1.5e-10   39.3   0.1   1   3   4.7e-12   6.3e-10   37.3   0.1   525   608     6    91     3    99 0.92 PHA62_009375
PHA62_009375-T1      -            338 4603at5125           -            744   1.5e-10   39.3   0.1   2   3       5.4   7.2e+02   -2.6   0.0   392   428   162   200   159   220 0.63 PHA62_009375
PHA62_009375-T1      -            338 4603at5125           -            744   1.5e-10   39.3   0.1   3   3       4.2   5.6e+02   -2.2   0.0   565   606   284   325   271   329 0.71 PHA62_009375
PHA62_008385-T1      -            533 4603at5125           -            744   1.8e-10   39.1   2.0   1   3   3.9e-10   5.1e-08   30.9   0.0   527   606   241   321   228   333 0.86 PHA62_008385
PHA62_008385-T1      -            533 4603at5125           -            744   1.8e-10   39.1   2.0   2   3       6.2   8.3e+02   -2.8   0.0   432   445   387   400   339   403 0.46 PHA62_008385
PHA62_008385-T1      -            533 4603at5125           -            744   1.8e-10   39.1   2.0   3   3    0.0058      0.77    7.2   0.2   627   676   478   533   455   533 0.66 PHA62_008385
PHA62_009076-T1      -            353 4603at5125           -            744   3.9e-10   37.9   0.1   1   2   6.2e-07   8.3e-05   20.3   0.0   531   609    42   125    34   151 0.75 PHA62_009076
PHA62_009076-T1      -            353 4603at5125           -            744   3.9e-10   37.9   0.1   2   2   1.6e-05    0.0021   15.7   0.1   621   692   248   323   228   349 0.75 PHA62_009076
PHA62_001532-T1      -            470 4603at5125           -            744   3.3e-09   34.9   0.9   1   3    0.0055      0.74    7.3   0.0   526   556    65   101    58   109 0.78 PHA62_001532
PHA62_001532-T1      -            470 4603at5125           -            744   3.3e-09   34.9   0.9   2   3      0.47        63    0.9   0.0   403   445   138   182   128   190 0.59 PHA62_001532
PHA62_001532-T1      -            470 4603at5125           -            744   3.3e-09   34.9   0.9   3   3   8.6e-08   1.1e-05   23.2   0.0   539   599   226   295   187   314 0.84 PHA62_001532
PHA62_006795-T1      -           1041 4603at5125           -            744   4.6e-09   34.4   0.3   1   2      0.42        57    1.0   0.0   582   607   195   220   186   226 0.82 PHA62_006795
PHA62_006795-T1      -           1041 4603at5125           -            744   4.6e-09   34.4   0.3   2   2   7.1e-10   9.4e-08   30.1   0.1   567   684   619   742   608   748 0.84 PHA62_006795
PHA62_000454-T1      -            306 4603at5125           -            744   1.2e-08   33.1   0.8   1   2   4.7e-07   6.2e-05   20.7   0.0   384   445    19    86     9   120 0.84 PHA62_000454
PHA62_000454-T1      -            306 4603at5125           -            744   1.2e-08   33.1   0.8   2   2   0.00051     0.068   10.7   0.1   582   640   179   247   175   298 0.75 PHA62_000454
PHA62_009756-T1      -            490 4603at5125           -            744   1.6e-08   32.6   3.2   1   3    0.0005     0.067   10.7   0.0   414   448    63   100    57   108 0.79 PHA62_009756
PHA62_009756-T1      -            490 4603at5125           -            744   1.6e-08   32.6   3.2   2   3   3.9e-05    0.0052   14.4   0.2   586   679   150   250   117   273 0.49 PHA62_009756
PHA62_009756-T1      -            490 4603at5125           -            744   1.6e-08   32.6   3.2   3   3     0.019       2.6    5.5   0.1   415   450   290   327   280   336 0.66 PHA62_009756
PHA62_000361-T1      -            318 4603at5125           -            744   3.5e-08   31.5   3.8   1   2       0.1        14    3.1   0.1   419   447   108   138    82   144 0.83 PHA62_000361
PHA62_000361-T1      -            318 4603at5125           -            744   3.5e-08   31.5   3.8   2   2     7e-10   9.3e-08   30.1   2.4   534   698   115   290   106   308 0.79 PHA62_000361
PHA62_009192-T1      -            378 4603at5125           -            744     1e-07   29.9   0.1   1   3     0.011       1.5    6.3   0.0   622   670    67   117    57   123 0.70 PHA62_009192
PHA62_009192-T1      -            378 4603at5125           -            744     1e-07   29.9   0.1   2   3   0.00038      0.05   11.1   0.0   520   559   131   172   123   182 0.84 PHA62_009192
PHA62_009192-T1      -            378 4603at5125           -            744     1e-07   29.9   0.1   3   3    0.0025      0.33    8.4   0.0   655   677   306   328   301   338 0.91 PHA62_009192
PHA62_006695-T1      -            519 4603at5125           -            744   3.3e-07   28.3   0.3   1   1   4.6e-09   6.2e-07   27.4   0.3   392   557   103   263    97   267 0.74 PHA62_006695
PHA62_006645-T1      -            889 4603at5125           -            744   4.2e-07   27.9   0.0   1   3   0.00076       0.1   10.1   0.0   528   607    37   118    17   126 0.81 PHA62_006645
PHA62_006645-T1      -            889 4603at5125           -            744   4.2e-07   27.9   0.0   2   3   3.2e-05    0.0042   14.7   0.0   456   571   215   326   198   355 0.80 PHA62_006645
PHA62_006645-T1      -            889 4603at5125           -            744   4.2e-07   27.9   0.0   3   3    0.0033      0.44    8.0   0.0   384   438   289   343   278   428 0.56 PHA62_006645
PHA62_006133-T1      -            412 4603at5125           -            744   6.7e-07   27.3   2.9   1   2   2.5e-08   3.3e-06   25.0   2.4   377   611    79   317    11   327 0.72 PHA62_006133
PHA62_006133-T1      -            412 4603at5125           -            744   6.7e-07   27.3   2.9   2   2    0.0043      0.57    7.6   0.1   528   577   276   325   230   370 0.68 PHA62_006133
PHA62_005114-T1      -            573 4603at5125           -            744   7.2e-07   27.1   0.3   1   3   0.00053     0.071   10.6   0.1   578   643   301   368   282   385 0.57 PHA62_005114
PHA62_005114-T1      -            573 4603at5125           -            744   7.2e-07   27.1   0.3   2   3       2.6   3.4e+02   -1.5   0.0   393   460   434   502   417   508 0.69 PHA62_005114
PHA62_005114-T1      -            573 4603at5125           -            744   7.2e-07   27.1   0.3   3   3   8.1e-05     0.011   13.3   0.0   538   594   515   572   497   573 0.80 PHA62_005114
PHA62_000516-T1      -            439 4603at5125           -            744   1.6e-06   26.0   0.2   1   2     0.092        12    3.2   0.0   406   448   177   224   133   245 0.73 PHA62_000516
PHA62_000516-T1      -            439 4603at5125           -            744   1.6e-06   26.0   0.2   2   2   5.9e-07   7.9e-05   20.4   0.1   368   448   279   365   264   372 0.76 PHA62_000516
PHA62_010484-T1      -            347 4603at5125           -            744   1.7e-06   25.9   0.4   1   2   2.2e-06    0.0003   18.5   0.1   542   638    37   135     4   206 0.69 PHA62_010484
PHA62_010484-T1      -            347 4603at5125           -            744   1.7e-06   25.9   0.4   2   2     0.036       4.8    4.6   0.0   415   445   296   328   257   336 0.73 PHA62_010484
PHA62_001927-T1      -            360 4603at5125           -            744   1.9e-06   25.8   0.4   1   2   0.00077       0.1   10.1   0.0   538   600    48   112    35   119 0.82 PHA62_001927
PHA62_001927-T1      -            360 4603at5125           -            744   1.9e-06   25.8   0.4   2   2   6.7e-05    0.0089   13.6   0.1   528   605   121   199   115   206 0.73 PHA62_001927
