# BUSCO version is: 2.0 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2020-08-05, number of species: 50, number of BUSCOs: 4494)
# To reproduce this run: python /home/zack/miniconda3/envs/funannotate/lib/python3.9/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/CordycepsGenomes/CordycepscateniannulataFRD24/FunannotatePredict/annotate_misc/genome.proteins.fasta -o busco -l /home/zack/funannotate_db/hypocreales_odb10/ -m proteins -c 6 -sp aspergillus_nidulans
#
# Busco id	Status	Sequence	Score	Length
10422at5125	Complete	FRD24_007255-T1	1009.7	916
10442at5125	Complete	FRD24_000959-T1	1018.9	688
10453at5125	Complete	FRD24_003005-T1	1087.2	598
10490at5125	Complete	FRD24_009367-T1	924.5	494
10507at5125	Complete	FRD24_000978-T1	715.9	578
10535at5125	Complete	FRD24_002395-T1	1058.6	513
10538at5125	Complete	FRD24_006298-T1	903.6	488
10546at5125	Complete	FRD24_001066-T1	526.1	376
10558at5125	Complete	FRD24_003170-T1	897.4	534
10563at5125	Complete	FRD24_008036-T1	823.8	460
10565at5125	Complete	FRD24_007998-T1	1066.8	573
10579at5125	Complete	FRD24_006488-T1	1055.6	542
10595at5125	Complete	FRD24_002342-T1	1017.9	505
10597at5125	Complete	FRD24_006599-T1	1111.7	606
10599at5125	Complete	FRD24_005775-T1	1134.0	689
10614at5125	Complete	FRD24_003687-T1	788.9	459
10624at5125	Complete	FRD24_009362-T1	928.2	568
10627at5125	Complete	FRD24_004170-T1	1132.9	569
10629at5125	Complete	FRD24_009329-T1	1156.4	538
10646at5125	Complete	FRD24_001266-T1	1148.9	582
10652at5125	Complete	FRD24_009413-T1	761.2	578
10667at5125	Complete	FRD24_004260-T1	1137.8	604
10669at5125	Complete	FRD24_000794-T1	940.5	530
1066at5125	Complete	FRD24_005491-T1	2134.5	1244
10686at5125	Complete	FRD24_009223-T1	1030.1	499
1068at5125	Complete	FRD24_001368-T1	2260.2	1228
10718at5125	Complete	FRD24_000996-T1	1038.4	560
1071at5125	Complete	FRD24_008209-T1	2484.6	1286
10798at5125	Complete	FRD24_006061-T1	1006.8	571
1079at5125	Complete	FRD24_008397-T1	2065.8	1124
10825at5125	Complete	FRD24_003137-T1	1005.3	602
1083at5125	Complete	FRD24_005291-T1	2467.5	1314
10860at5125	Complete	FRD24_006673-T1	1109.3	602
10864at5125	Complete	FRD24_008527-T1	983.0	614
10879at5125	Complete	FRD24_004907-T1	762.3	489
10880at5125	Complete	FRD24_000547-T1	949.1	646
10896at5125	Complete	FRD24_004381-T1	1035.2	540
10898at5125	Complete	FRD24_006686-T1	1085.3	591
10908at5125	Complete	FRD24_005615-T1	824.6	462
10912at5125	Complete	FRD24_000063-T1	1145.7	606
10921at5125	Complete	FRD24_003721-T1	1122.3	777
10923at5125	Complete	FRD24_010268-T1	805.9	465
10941at5125	Complete	FRD24_008685-T1	1097.4	607
10946at5125	Complete	FRD24_005518-T1	941.4	572
10959at5125	Complete	FRD24_006007-T1	973.8	522
10960at5125	Complete	FRD24_000224-T1	867.7	602
10999at5125	Complete	FRD24_002852-T1	1067.1	619
11007at5125	Complete	FRD24_009655-T1	868.3	789
11010at5125	Complete	FRD24_001509-T1	833.5	539
11017at5125	Complete	FRD24_001356-T1	562.5	724
11019at5125	Complete	FRD24_007597-T1	670.2	1187
1101at5125	Complete	FRD24_003054-T1	2764.3	1436
11029at5125	Complete	FRD24_004152-T1	955.9	568
11036at5125	Fragmented	FRD24_000755-T1	676.3	377
11039at5125	Complete	FRD24_009716-T1	418.7	489
1103at5125	Complete	FRD24_000507-T1	2469.5	1422
11041at5125	Missing
11048at5125	Complete	FRD24_007535-T1	869.1	479
11086at5125	Complete	FRD24_008526-T1	1238.1	696
11105at5125	Complete	FRD24_002929-T1	1255.0	594
11116at5125	Complete	FRD24_003215-T1	1006.1	527
11131at5125	Complete	FRD24_007027-T1	960.1	517
11148at5125	Complete	FRD24_004006-T1	902.3	493
11162at5125	Complete	FRD24_005280-T1	660.6	440
11163at5125	Complete	FRD24_002740-T1	901.3	559
11172at5125	Complete	FRD24_002674-T1	964.8	501
11177at5125	Complete	FRD24_004859-T1	702.6	392
11247at5125	Complete	FRD24_007939-T1	764.1	647
11253at5125	Complete	FRD24_009841-T1	1040.4	484
11279at5125	Complete	FRD24_001666-T1	713.7	492
1128at5125	Complete	FRD24_008547-T1	1803.5	1200
11307at5125	Complete	FRD24_006252-T1	614.5	365
1130at5125	Complete	FRD24_007183-T1	2252.8	1224
11316at5125	Complete	FRD24_001331-T1	889.3	684
11320at5125	Complete	FRD24_005962-T1	838.3	479
11326at5125	Complete	FRD24_004504-T1	923.3	771
11338at5125	Complete	FRD24_009733-T1	1030.2	509
11342at5125	Complete	FRD24_005822-T1	727.0	478
11358at5125	Complete	FRD24_008501-T1	1121.7	765
11365at5125	Complete	FRD24_003964-T1	571.4	292
11367at5125	Complete	FRD24_004178-T1	1212.1	576
11369at5125	Complete	FRD24_007449-T1	1044.0	539
11382at5125	Complete	FRD24_000924-T1	990.7	567
11383at5125	Complete	FRD24_002040-T1	909.0	519
11392at5125	Complete	FRD24_003973-T1	896.1	507
11423at5125	Complete	FRD24_001370-T1	1149.1	554
11431at5125	Complete	FRD24_007609-T1	339.8	438
11443at5125	Complete	FRD24_007499-T1	980.7	495
11454at5125	Complete	FRD24_009637-T1	1016.0	551
11461at5125	Complete	FRD24_005700-T1	415.5	389
11467at5125	Complete	FRD24_006300-T1	641.1	542
11471at5125	Complete	FRD24_002743-T1	1111.5	692
11477at5125	Complete	FRD24_007195-T1	1118.2	554
1147at5125	Complete	FRD24_002591-T1	2082.4	1296
11481at5125	Duplicated	FRD24_000354-T1	870.1	478
11481at5125	Duplicated	FRD24_010739-T1	830.9	477
11498at5125	Complete	FRD24_000662-T1	956.5	658
11513at5125	Complete	FRD24_010052-T1	818.0	455
11517at5125	Complete	FRD24_009421-T1	1022.7	513
11525at5125	Complete	FRD24_004394-T1	728.7	599
11536at5125	Complete	FRD24_007273-T1	768.1	478
11537at5125	Missing
11604at5125	Complete	FRD24_007584-T1	1128.3	588
11608at5125	Complete	FRD24_000710-T1	956.3	594
11622at5125	Complete	FRD24_001038-T1	666.3	542
11669at5125	Complete	FRD24_005918-T1	850.8	491
11700at5125	Complete	FRD24_008761-T1	885.3	593
11704at5125	Complete	FRD24_001827-T1	761.4	510
11707at5125	Complete	FRD24_002933-T1	462.7	706
11752at5125	Complete	FRD24_001381-T1	1114.5	628
11758at5125	Complete	FRD24_000137-T1	1132.0	621
11795at5125	Complete	FRD24_009998-T1	826.7	541
1179at5125	Complete	FRD24_006544-T1	2183.3	1408
11807at5125	Complete	FRD24_004331-T1	1035.0	608
11809at5125	Complete	FRD24_001566-T1	888.4	501
11812at5125	Complete	FRD24_006159-T1	1023.4	601
1181at5125	Complete	FRD24_007807-T1	2378.1	1229
1182at5125	Complete	FRD24_006652-T1	2032.2	1397
1187at5125	Complete	FRD24_008159-T1	2445.0	1166
11888at5125	Complete	FRD24_007583-T1	1095.9	618
11898at5125	Complete	FRD24_001393-T1	969.8	554
11902at5125	Complete	FRD24_010364-T1	898.0	534
11908at5125	Complete	FRD24_008087-T1	858.3	598
11937at5125	Complete	FRD24_003129-T1	804.3	439
11947at5125	Complete	FRD24_001643-T1	596.9	786
11953at5125	Complete	FRD24_003790-T1	764.5	506
11955at5125	Complete	FRD24_009283-T1	680.3	414
11960at5125	Complete	FRD24_008210-T1	907.0	490
11961at5125	Complete	FRD24_005129-T1	1082.5	505
11969at5125	Complete	FRD24_003112-T1	1058.1	536
11971at5125	Complete	FRD24_000386-T1	891.8	493
1198at5125	Complete	FRD24_008316-T1	1838.5	1304
11992at5125	Complete	FRD24_002200-T1	1019.8	499
11997at5125	Complete	FRD24_002797-T1	890.4	515
12010at5125	Complete	FRD24_001263-T1	646.4	470
12046at5125	Complete	FRD24_010409-T1	1070.3	840
12091at5125	Complete	FRD24_005264-T1	1037.2	664
12092at5125	Complete	FRD24_004045-T1	797.1	450
1210at5125	Complete	FRD24_008305-T1	1937.7	1134
12112at5125	Complete	FRD24_006900-T1	1157.2	648
12153at5125	Complete	FRD24_003151-T1	903.3	458
12154at5125	Complete	FRD24_008444-T1	1058.9	504
12162at5125	Complete	FRD24_000792-T1	744.4	486
12169at5125	Complete	FRD24_010044-T1	1024.3	556
12190at5125	Complete	FRD24_005922-T1	1048.1	541
12196at5125	Complete	FRD24_002479-T1	1109.9	636
12199at5125	Complete	FRD24_001617-T1	875.0	514
12207at5125	Complete	FRD24_003922-T1	654.1	589
1220at5125	Complete	FRD24_007828-T1	2392.6	1241
12220at5125	Complete	FRD24_007407-T1	990.6	462
12239at5125	Complete	FRD24_002921-T1	1096.8	555
1224at5125	Complete	FRD24_009618-T1	2228.6	1191
1225at5125	Complete	FRD24_002416-T1	2320.8	1244
12271at5125	Complete	FRD24_002056-T1	1064.9	571
12295at5125	Complete	FRD24_002215-T1	1004.1	464
12301at5125	Complete	FRD24_009463-T1	900.2	489
12311at5125	Complete	FRD24_004623-T1	948.4	467
12321at5125	Complete	FRD24_004418-T1	1188.7	683
12325at5125	Complete	FRD24_009686-T1	795.0	531
12360at5125	Complete	FRD24_007605-T1	970.6	645
12363at5125	Complete	FRD24_003665-T1	811.3	467
12395at5125	Complete	FRD24_006979-T1	787.5	488
12396at5125	Complete	FRD24_003049-T1	813.2	471
12398at5125	Complete	FRD24_001200-T1	605.4	597
12400at5125	Complete	FRD24_007363-T1	974.6	532
1240at5125	Complete	FRD24_001412-T1	1370.6	1080
12416at5125	Complete	FRD24_000376-T1	1019.7	485
12437at5125	Complete	FRD24_004402-T1	674.1	482
12438at5125	Complete	FRD24_010126-T1	792.6	464
12441at5125	Complete	FRD24_007188-T1	946.2	583
12460at5125	Complete	FRD24_006987-T1	761.8	419
12464at5125	Complete	FRD24_005710-T1	1091.7	585
12479at5125	Complete	FRD24_005151-T1	963.7	478
12491at5125	Complete	FRD24_004608-T1	798.1	513
12515at5125	Complete	FRD24_009721-T1	553.6	447
12522at5125	Complete	FRD24_001893-T1	1025.1	593
12543at5125	Complete	FRD24_010062-T1	998.5	506
12559at5125	Complete	FRD24_001235-T1	1052.9	509
1255at5125	Complete	FRD24_002098-T1	2316.9	1363
12560at5125	Complete	FRD24_001125-T1	843.8	590
12567at5125	Complete	FRD24_003886-T1	888.2	591
12650at5125	Complete	FRD24_005734-T1	709.6	401
12665at5125	Complete	FRD24_007366-T1	359.4	343
12666at5125	Complete	FRD24_004229-T1	1021.2	500
12677at5125	Complete	FRD24_003275-T1	773.2	479
12687at5125	Complete	FRD24_007154-T1	949.8	536
12690at5125	Complete	FRD24_004032-T1	1104.7	555
12694at5125	Complete	FRD24_005599-T1	1076.8	596
12749at5125	Complete	FRD24_004039-T1	939.0	546
1275at5125	Complete	FRD24_004011-T1	2285.1	1153
12761at5125	Complete	FRD24_003990-T1	419.3	474
1276at5125	Complete	FRD24_000758-T1	2212.2	1167
12776at5125	Complete	FRD24_003719-T1	980.5	467
12778at5125	Complete	FRD24_002778-T1	998.6	518
12787at5125	Complete	FRD24_006872-T1	1047.7	596
12818at5125	Complete	FRD24_000042-T1	847.5	418
1281at5125	Complete	FRD24_010308-T1	2171.1	1115
12845at5125	Complete	FRD24_002486-T1	901.4	456
1284at5125	Complete	FRD24_010112-T1	1856.2	1065
12868at5125	Complete	FRD24_009571-T1	933.0	503
12871at5125	Complete	FRD24_007354-T1	1100.8	529
1287at5125	Complete	FRD24_002469-T1	1496.0	770
12884at5125	Complete	FRD24_001149-T1	954.1	495
12920at5125	Complete	FRD24_008523-T1	922.0	497
12934at5125	Complete	FRD24_003649-T1	902.5	537
12935at5125	Complete	FRD24_006400-T1	731.6	497
12958at5125	Complete	FRD24_003936-T1	895.0	505
12960at5125	Complete	FRD24_009321-T1	700.3	418
12971at5125	Complete	FRD24_002343-T1	519.6	573
12981at5125	Complete	FRD24_003945-T1	978.8	495
12991at5125	Complete	FRD24_009143-T1	1041.4	500
1299at5125	Complete	FRD24_002387-T1	2168.8	1237
13019at5125	Complete	FRD24_004570-T1	1072.9	522
13030at5125	Complete	FRD24_003104-T1	820.3	503
13033at5125	Complete	FRD24_002014-T1	745.9	540
13055at5125	Complete	FRD24_000122-T1	781.9	385
13059at5125	Complete	FRD24_007167-T1	947.5	551
1305at5125	Complete	FRD24_005437-T1	2020.7	1120
13061at5125	Complete	FRD24_002382-T1	884.4	465
13063at5125	Complete	FRD24_005736-T1	917.0	591
13064at5125	Complete	FRD24_007268-T1	1030.6	589
13066at5125	Complete	FRD24_004784-T1	644.1	489
13067at5125	Complete	FRD24_000640-T1	917.7	557
1307at5125	Complete	FRD24_000673-T1	2189.9	1089
13089at5125	Complete	FRD24_008298-T1	920.6	621
13100at5125	Complete	FRD24_007453-T1	1048.7	568
13117at5125	Complete	FRD24_002229-T1	853.0	495
13122at5125	Complete	FRD24_000095-T1	928.2	554
13138at5125	Complete	FRD24_001792-T1	798.7	449
13158at5125	Complete	FRD24_004824-T1	666.9	521
13183at5125	Complete	FRD24_008469-T1	1028.2	529
1318at5125	Complete	FRD24_009178-T1	2305.8	1234
13206at5125	Complete	FRD24_004875-T1	1111.5	583
13209at5125	Complete	FRD24_000048-T1	1055.4	579
13216at5125	Fragmented	FRD24_000938-T1	684.8	325
13219at5125	Complete	FRD24_003806-T1	854.7	485
13220at5125	Complete	FRD24_006108-T1	1025.3	536
13241at5125	Complete	FRD24_000167-T1	956.6	479
13244at5125	Complete	FRD24_005903-T1	622.7	445
13255at5125	Complete	FRD24_007138-T1	1039.0	565
13290at5125	Complete	FRD24_002110-T1	971.1	516
13297at5125	Complete	FRD24_000593-T1	976.7	510
13299at5125	Complete	FRD24_007899-T1	822.8	531
13300at5125	Complete	FRD24_000712-T1	955.2	546
13302at5125	Complete	FRD24_009836-T1	1094.9	590
13308at5125	Complete	FRD24_005210-T1	825.6	530
1331at5125	Complete	FRD24_010032-T1	1493.1	1248
13328at5125	Complete	FRD24_000227-T1	890.4	505
13339at5125	Complete	FRD24_006746-T1	1016.1	535
13372at5125	Complete	FRD24_010019-T1	808.7	445
13381at5125	Complete	FRD24_001167-T1	918.9	538
13399at5125	Complete	FRD24_009854-T1	862.9	575
133at5125	Complete	FRD24_006705-T1	4401.8	2023
13405at5125	Complete	FRD24_009636-T1	866.7	550
13416at5125	Complete	FRD24_002651-T1	1277.9	619
1341at5125	Complete	FRD24_001365-T1	1826.7	1158
13421at5125	Complete	FRD24_000554-T1	965.9	473
13430at5125	Complete	FRD24_004449-T1	929.7	692
13450at5125	Complete	FRD24_003010-T1	901.3	450
13461at5125	Duplicated	FRD24_001891-T1	641.0	429
13461at5125	Duplicated	FRD24_006201-T1	549.3	428
13473at5125	Complete	FRD24_000636-T1	788.8	480
13485at5125	Complete	FRD24_010037-T1	872.9	535
13511at5125	Complete	FRD24_002188-T1	1007.8	480
13516at5125	Complete	FRD24_008929-T1	1026.3	754
13543at5125	Complete	FRD24_009070-T1	1010.8	503
13548at5125	Complete	FRD24_007320-T1	768.7	512
13555at5125	Complete	FRD24_000954-T1	898.6	608
13598at5125	Complete	FRD24_003802-T1	1000.2	452
13603at5125	Complete	FRD24_010315-T1	913.7	493
13619at5125	Complete	FRD24_010235-T1	1307.4	770
1361at5125	Complete	FRD24_001017-T1	2275.2	1048
13625at5125	Complete	FRD24_003125-T1	879.8	495
1365at5125	Complete	FRD24_005772-T1	2182.4	1246
13664at5125	Fragmented	FRD24_009947-T1	525.8	329
13666at5125	Complete	FRD24_000358-T1	812.4	481
13691at5125	Complete	FRD24_008926-T1	909.4	455
13703at5125	Complete	FRD24_002398-T1	821.5	483
13708at5125	Complete	FRD24_004532-T1	1028.0	521
1370at5125	Complete	FRD24_003845-T1	1733.6	1158
13710at5125	Complete	FRD24_005144-T1	538.5	428
13711at5125	Complete	FRD24_000508-T1	1006.9	476
13712at5125	Complete	FRD24_000466-T1	875.1	470
13762at5125	Complete	FRD24_003152-T1	663.0	411
1377at5125	Complete	FRD24_009968-T1	1174.8	690
13803at5125	Complete	FRD24_010007-T1	919.1	493
13805at5125	Complete	FRD24_001625-T1	878.6	475
13808at5125	Complete	FRD24_003974-T1	798.5	407
13816at5125	Complete	FRD24_004309-T1	865.8	718
13820at5125	Complete	FRD24_007803-T1	879.5	649
13824at5125	Complete	FRD24_005190-T1	884.1	441
13829at5125	Complete	FRD24_006261-T1	933.3	467
13845at5125	Complete	FRD24_006096-T1	904.6	504
13873at5125	Complete	FRD24_006837-T1	882.0	463
13898at5125	Complete	FRD24_010146-T1	802.4	493
1393at5125	Complete	FRD24_001793-T1	2306.0	1236
13949at5125	Complete	FRD24_010260-T1	759.0	413
13959at5125	Complete	FRD24_008172-T1	618.7	407
13960at5125	Complete	FRD24_000169-T1	884.5	426
13974at5125	Complete	FRD24_009595-T1	505.8	361
13977at5125	Complete	FRD24_006131-T1	997.8	489
13985at5125	Complete	FRD24_005333-T1	869.8	557
13987at5125	Complete	FRD24_006749-T1	811.1	557
13988at5125	Complete	FRD24_007512-T1	1045.9	525
13998at5125	Missing
14000at5125	Complete	FRD24_003659-T1	917.2	484
14002at5125	Complete	FRD24_002311-T1	838.5	465
1400at5125	Complete	FRD24_003643-T1	1954.8	1333
14030at5125	Complete	FRD24_001251-T1	917.6	473
14053at5125	Complete	FRD24_003946-T1	970.8	491
14058at5125	Complete	FRD24_001163-T1	908.3	485
14063at5125	Complete	FRD24_005657-T1	870.2	493
14093at5125	Complete	FRD24_004179-T1	797.3	426
14099at5125	Complete	FRD24_008475-T1	962.8	498
1410at5125	Complete	FRD24_009542-T1	2310.2	1148
14140at5125	Complete	FRD24_000663-T1	887.5	570
14152at5125	Complete	FRD24_010344-T1	840.3	435
14158at5125	Complete	FRD24_008383-T1	820.4	414
14165at5125	Duplicated	FRD24_000911-T1	1403.7	972
14165at5125	Duplicated	FRD24_000912-T1	1397.7	507
14169at5125	Complete	FRD24_000716-T1	355.9	339
14183at5125	Complete	FRD24_008613-T1	892.6	475
14194at5125	Complete	FRD24_002106-T1	859.9	516
141at5125	Complete	FRD24_009811-T1	4156.1	2089
14213at5125	Complete	FRD24_005619-T1	733.4	457
14217at5125	Complete	FRD24_005146-T1	475.4	408
14243at5125	Complete	FRD24_001404-T1	919.1	470
14278at5125	Complete	FRD24_007637-T1	539.0	331
14281at5125	Complete	FRD24_003219-T1	819.1	455
1428at5125	Complete	FRD24_004337-T1	2221.1	1178
142at5125	Complete	FRD24_000820-T1	3889.8	2109
14313at5125	Complete	FRD24_000362-T1	528.2	335
14319at5125	Complete	FRD24_001095-T1	904.9	516
14334at5125	Complete	FRD24_002400-T1	521.1	409
14337at5125	Complete	FRD24_003880-T1	1127.8	736
14344at5125	Complete	FRD24_009275-T1	837.2	436
14368at5125	Complete	FRD24_006620-T1	726.2	542
14369at5125	Complete	FRD24_010002-T1	1098.2	590
14370at5125	Complete	FRD24_006036-T1	886.3	502
14373at5125	Complete	FRD24_001303-T1	960.9	552
14388at5125	Complete	FRD24_004044-T1	1027.3	489
14389at5125	Complete	FRD24_004467-T1	940.0	475
1438at5125	Complete	FRD24_001573-T1	1851.8	1130
14401at5125	Complete	FRD24_000199-T1	878.8	487
14403at5125	Complete	FRD24_005751-T1	1008.1	495
1440at5125	Complete	FRD24_002530-T1	2001.4	1100
14411at5125	Complete	FRD24_001505-T1	737.9	754
14426at5125	Complete	FRD24_007835-T1	945.2	463
14434at5125	Complete	FRD24_006745-T1	766.9	415
14438at5125	Complete	FRD24_008811-T1	866.0	500
14440at5125	Complete	FRD24_010000-T1	626.0	316
14448at5125	Complete	FRD24_004218-T1	1014.4	635
14449at5125	Complete	FRD24_006804-T1	954.6	591
1447at5125	Complete	FRD24_009667-T1	2136.9	1089
14490at5125	Complete	FRD24_010058-T1	1046.8	481
14507at5125	Complete	FRD24_002161-T1	898.9	476
14514at5125	Complete	FRD24_003729-T1	910.1	642
14516at5125	Fragmented	FRD24_003286-T1	734.3	532
1452at5125	Complete	FRD24_002860-T1	2308.2	1348
14536at5125	Complete	FRD24_001224-T1	571.4	446
14562at5125	Complete	FRD24_009024-T1	971.3	459
14592at5125	Complete	FRD24_007117-T1	1100.0	605
14617at5125	Complete	FRD24_005673-T1	559.1	424
14618at5125	Complete	FRD24_000534-T1	936.8	501
14620at5125	Complete	FRD24_007618-T1	938.3	533
1462at5125	Fragmented	FRD24_003641-T1	1698.6	809
14632at5125	Complete	FRD24_007958-T1	707.1	441
14639at5125	Complete	FRD24_007227-T1	639.4	463
14671at5125	Complete	FRD24_008103-T1	954.7	506
14679at5125	Complete	FRD24_003116-T1	756.5	473
14726at5125	Complete	FRD24_003919-T1	785.1	570
14736at5125	Complete	FRD24_000544-T1	999.7	445
14737at5125	Complete	FRD24_000781-T1	820.2	406
1473at5125	Complete	FRD24_008627-T1	1418.4	1104
14748at5125	Complete	FRD24_005666-T1	820.9	458
14763at5125	Complete	FRD24_003023-T1	511.7	463
14797at5125	Complete	FRD24_003521-T1	849.2	445
14810at5125	Complete	FRD24_007566-T1	939.2	560
14811at5125	Complete	FRD24_006918-T1	716.2	524
14816at5125	Complete	FRD24_007805-T1	821.8	685
14818at5125	Complete	FRD24_007911-T1	766.0	455
1484at5125	Complete	FRD24_003842-T1	2643.7	1523
14852at5125	Complete	FRD24_002445-T1	774.6	505
14858at5125	Complete	FRD24_010242-T1	884.4	411
1485at5125	Complete	FRD24_000660-T1	1948.1	1239
14922at5125	Complete	FRD24_008452-T1	955.7	460
14924at5125	Complete	FRD24_009232-T1	744.2	416
14931at5125	Complete	FRD24_006015-T1	790.3	472
14934at5125	Fragmented	FRD24_003376-T1	482.1	344
15009at5125	Complete	FRD24_003856-T1	759.6	453
1502at5125	Missing
15062at5125	Complete	FRD24_000302-T1	947.9	572
15063at5125	Complete	FRD24_007448-T1	868.1	474
1508at5125	Complete	FRD24_002415-T1	1892.8	992
15093at5125	Complete	FRD24_009850-T1	855.5	484
15095at5125	Complete	FRD24_008138-T1	763.3	498
15099at5125	Complete	FRD24_005827-T1	878.3	540
1510at5125	Complete	FRD24_007187-T1	2283.0	1206
15118at5125	Complete	FRD24_009435-T1	672.1	384
1511at5125	Complete	FRD24_004169-T1	1698.3	1163
15129at5125	Duplicated	FRD24_001846-T1	587.4	394
15129at5125	Duplicated	FRD24_002253-T1	661.5	394
15136at5125	Complete	FRD24_000201-T1	693.0	560
15137at5125	Complete	FRD24_003708-T1	856.3	465
15141at5125	Complete	FRD24_002953-T1	587.9	456
15142at5125	Complete	FRD24_000321-T1	937.7	609
15144at5125	Complete	FRD24_005757-T1	709.0	561
15148at5125	Complete	FRD24_002914-T1	782.4	532
1515at5125	Complete	FRD24_005627-T1	1735.6	1060
15168at5125	Complete	FRD24_008086-T1	954.3	492
15175at5125	Complete	FRD24_008752-T1	718.1	510
15188at5125	Complete	FRD24_005285-T1	963.0	425
15212at5125	Complete	FRD24_001055-T1	688.3	447
15219at5125	Complete	FRD24_002928-T1	778.2	500
15220at5125	Complete	FRD24_003633-T1	603.9	337
15255at5125	Complete	FRD24_010219-T1	867.0	416
15277at5125	Complete	FRD24_007945-T1	988.8	500
1528at5125	Complete	FRD24_002057-T1	2218.3	1216
15301at5125	Complete	FRD24_000286-T1	835.9	444
15304at5125	Complete	FRD24_009253-T1	949.7	490
15318at5125	Complete	FRD24_001283-T1	875.1	555
1531at5125	Complete	FRD24_006257-T1	2050.7	1117
15369at5125	Complete	FRD24_010296-T1	918.6	585
15387at5125	Complete	FRD24_003899-T1	909.9	476
15392at5125	Complete	FRD24_004476-T1	927.9	493
15397at5125	Complete	FRD24_007412-T1	962.3	568
15401at5125	Complete	FRD24_000202-T1	478.7	483
15412at5125	Fragmented	FRD24_005644-T1	242.4	139
15413at5125	Complete	FRD24_002086-T1	843.9	442
15432at5125	Complete	FRD24_008250-T1	1006.2	545
15448at5125	Complete	FRD24_003030-T1	1014.7	481
15454at5125	Missing
15464at5125	Complete	FRD24_001880-T1	519.2	677
15476at5125	Complete	FRD24_007343-T1	728.3	414
15483at5125	Complete	FRD24_002060-T1	1021.2	517
15491at5125	Complete	FRD24_002217-T1	743.1	467
154at5125	Fragmented	FRD24_007050-T1	1888.7	1060
15516at5125	Complete	FRD24_003278-T1	840.4	455
15558at5125	Complete	FRD24_009781-T1	773.2	466
15565at5125	Complete	FRD24_006042-T1	704.1	544
155at5125	Complete	FRD24_004670-T1	3661.2	2084
15618at5125	Complete	FRD24_004444-T1	837.8	470
15626at5125	Complete	FRD24_002172-T1	749.6	481
15628at5125	Complete	FRD24_006049-T1	817.7	474
15635at5125	Complete	FRD24_003120-T1	982.8	523
