# BUSCO version is: 2.0 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2020-08-05, number of species: 50, number of BUSCOs: 4494)
# To reproduce this run: python /home/zack/miniconda3/envs/funannotate/lib/python3.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/TrichodermaReesei_CBS999.97/FunannotatePredict/predict_misc/genome.softmasked.fa -o trichoderma_reesei_cbs999.97 -l /home/zack/funannotate_db/hypocreales_odb10/ -m genome -c 4 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
11316at5125	Complete	scaffold_1	1016959	1019757	927.4	660
11320at5125	Complete	scaffold_6	990694	993117	819.6	471
11326at5125	Complete	scaffold_1	4476828	4480266	848.9	756
11338at5125	Complete	scaffold_3	981545	983725	1036.2	508
11342at5125	Complete	scaffold_2	5499798	5501818	808.5	477
11358at5125	Complete	scaffold_7	2625437	2628289	1186.5	747
11365at5125	Complete	scaffold_6	3644362	3646347	580.1	297
11367at5125	Complete	scaffold_2	4058467	4060470	1215.4	576
11369at5125	Complete	scaffold_3	1642177	1644202	1064.2	539
11382at5125	Complete	scaffold_1	3777049	3779462	991.4	525
11383at5125	Complete	scaffold_5	2934358	2936409	951.0	516
11392at5125	Complete	scaffold_5	1865386	1868218	911.8	517
11423at5125	Complete	scaffold_5	445326	447307	1166.9	552
11431at5125	Complete	scaffold_7	2952920	2955384	355.0	509
11443at5125	Complete	scaffold_4	3082956	3084822	1003.7	499
11454at5125	Complete	scaffold_1	5631900	5635882	1035.9	554
11461at5125	Complete	scaffold_2	2253692	2255743	627.8	460
11467at5125	Complete	scaffold_1	6601917	6604061	719.4	548
11471at5125	Complete	scaffold_3	2164008	2167302	1141.5	731
11477at5125	Complete	scaffold_7	1282857	1285243	1127.8	551
1147at5125	Complete	scaffold_1	586178	591538	2277.0	1315
11481at5125	Complete	scaffold_2	1069881	1071771	896.2	477
11498at5125	Complete	scaffold_6	295704	298829	983.8	635
11513at5125	Complete	scaffold_5	1605727	1608047	855.9	477
11517at5125	Complete	scaffold_2	556838	559039	915.3	513
11525at5125	Complete	scaffold_1	4200114	4202837	746.7	593
11536at5125	Complete	scaffold_3	3184795	3186741	808.6	477
11537at5125	Complete	scaffold_2	3673333	3675608	861.2	460
11604at5125	Complete	scaffold_7	3017914	3020279	1156.8	579
11608at5125	Complete	scaffold_3	3104646	3107211	976.3	599
11622at5125	Complete	scaffold_4	1650418	1652682	736.2	544
11669at5125	Complete	scaffold_3	2013544	2015447	837.0	489
11700at5125	Complete	scaffold_1	772605	775014	841.4	545
11704at5125	Complete	scaffold_5	2969401	2971833	789.4	571
11707at5125	Complete	scaffold_3	3379556	3382210	544.3	731
11752at5125	Complete	scaffold_7	2226583	2229649	1140.8	629
11758at5125	Complete	scaffold_6	2165328	2168111	1125.0	631
11795at5125	Complete	scaffold_5	917867	920666	932.2	621
1179at5125	Complete	scaffold_3	107490	113157	2214.8	1410
11807at5125	Complete	scaffold_1	5718325	5720590	1045.3	626
11809at5125	Complete	scaffold_4	2301325	2303796	870.3	510
11812at5125	Complete	scaffold_5	159959	162394	1001.4	602
1181at5125	Complete	scaffold_1	5407571	5412933	2493.8	1322
1182at5125	Complete	scaffold_3	335090	340158	2052.2	1419
1187at5125	Complete	scaffold_4	3674135	3678623	2478.6	1152
11888at5125	Complete	scaffold_7	3020921	3023292	1148.2	618
11898at5125	Complete	scaffold_1	1730033	1732121	1021.8	529
11902at5125	Complete	scaffold_2	3270668	3272942	915.0	531
11908at5125	Complete	scaffold_5	3319981	3322958	964.9	600
11937at5125	Complete	scaffold_7	1929916	1931817	820.4	433
11947at5125	Complete	scaffold_4	2869761	2873192	564.1	748
11953at5125	Complete	scaffold_3	5109191	5111093	825.1	494
11955at5125	Complete	scaffold_5	3586143	3588284	857.3	514
11960at5125	Complete	scaffold_4	3756774	3758700	961.2	490
11961at5125	Complete	scaffold_2	4688935	4690758	1086.6	507
11969at5125	Complete	scaffold_4	3518649	3520871	1044.8	537
11971at5125	Complete	scaffold_2	1037692	1039679	893.6	507
1198at5125	Complete	scaffold_4	1136874	1142110	1948.9	1321
11992at5125	Complete	scaffold_1	447113	449028	1057.6	499
11997at5125	Complete	scaffold_3	2435329	2437360	818.5	498
12010at5125	Complete	scaffold_1	2282062	2284091	599.3	443
12046at5125	Complete	scaffold_2	3349200	3352313	992.1	865
12091at5125	Complete	scaffold_2	5278863	5281685	1016.9	728
12092at5125	Complete	scaffold_6	1360878	1363463	787.3	436
1210at5125	Complete	scaffold_4	1163618	1168114	2002.3	1137
12112at5125	Complete	scaffold_3	607051	609457	1185.9	659
12153at5125	Complete	scaffold_7	1592234	1594508	890.2	454
12154at5125	Complete	scaffold_1	2029473	2031950	1052.8	504
12162at5125	Complete	scaffold_4	3288584	3290760	762.8	486
12169at5125	Complete	scaffold_5	1588286	1590310	1050.2	556
12190at5125	Complete	scaffold_3	2123818	2125848	1037.1	568
12196at5125	Complete	scaffold_2	1588870	1591233	1083.2	616
12199at5125	Complete	scaffold_4	2784587	2786505	843.9	514
12207at5125	Complete	scaffold_6	1301087	1303939	711.1	529
1220at5125	Complete	scaffold_1	4070296	4074715	2443.0	1241
12220at5125	Complete	scaffold_3	1578646	1580579	988.3	462
12239at5125	Complete	scaffold_3	3446647	3448867	1103.6	571
1224at5125	Complete	scaffold_1	5759255	5763990	2226.4	1193
1225at5125	Complete	scaffold_2	4844433	4849175	2323.7	1220
12271at5125	Complete	scaffold_5	2869716	2871981	1078.5	571
12295at5125	Complete	scaffold_1	1495108	1497036	1004.1	474
12301at5125	Complete	scaffold_1	4510609	4512543	878.9	493
12311at5125	Complete	scaffold_3	4464714	4466507	965.0	466
12321at5125	Complete	scaffold_1	4324860	4327459	1170.4	650
12325at5125	Complete	scaffold_2	3490788	3493223	807.0	524
12360at5125	Complete	scaffold_7	2936000	2938409	977.4	679
12363at5125	Complete	scaffold_3	4192153	4194830	808.8	552
12395at5125	Complete	scaffold_5	2547551	2550131	689.6	499
12396at5125	Complete	scaffold_2	4515902	4518041	810.3	445
12398at5125	Complete	scaffold_1	2482318	2485328	624.5	585
12400at5125	Complete	scaffold_3	1426174	1428748	967.6	574
1240at5125	Complete	scaffold_2	5210190	5220118	1254.6	1118
12416at5125	Complete	scaffold_2	1029105	1030981	1015.0	481
12437at5125	Complete	scaffold_1	4251153	4253002	679.2	428
12438at5125	Complete	scaffold_6	1284304	1286794	889.8	459
12441at5125	Complete	scaffold_7	1302378	1305155	965.2	588
12460at5125	Complete	scaffold_5	3080065	3081891	780.6	419
12464at5125	Complete	scaffold_2	2305993	2308137	1081.4	591
12479at5125	Complete	scaffold_7	2508394	2510363	982.0	465
12491at5125	Complete	scaffold_4	2053825	2056996	789.2	508
12515at5125	Complete	scaffold_3	1011211	1015035	567.9	458
12522at5125	Complete	scaffold_1	2938468	2940635	1031.0	593
12543at5125	Complete	scaffold_5	1662873	1664655	998.5	506
12559at5125	Complete	scaffold_1	2371300	2373430	1059.8	518
1255at5125	Complete	scaffold_5	2754788	2758897	2579.1	1367
12560at5125	Complete	scaffold_1	2208402	2210921	919.0	588
12567at5125	Complete	scaffold_6	3830368	3832597	878.8	574
12650at5125	Complete	scaffold_2	2351713	2353951	760.9	401
12665at5125	Complete	scaffold_3	1413741	1415672	475.9	378
12666at5125	Complete	scaffold_1	4953487	4955479	1047.4	500
12677at5125	Complete	scaffold_7	3553765	3555809	759.6	474
12687at5125	Complete	scaffold_4	1426406	1428636	909.6	537
12690at5125	Complete	scaffold_6	1348360	1350626	1116.5	565
12694at5125	Complete	scaffold_2	875278	877605	1096.4	573
12749at5125	Complete	scaffold_6	1372919	1375009	965.7	544
1275at5125	Complete	scaffold_1	1666302	1670569	2306.7	1146
12761at5125	Complete	scaffold_5	1812128	1814908	574.1	458
1276at5125	Complete	scaffold_3	1498626	1503455	2293.8	1175
12776at5125	Complete	scaffold_3	3902593	3904679	976.2	467
12778at5125	Complete	scaffold_3	2454015	2456429	1015.7	507
12787at5125	Complete	scaffold_3	479185	481407	1004.3	559
12818at5125	Complete	scaffold_1	4808731	4811818	803.8	419
1281at5125	Complete	scaffold_2	696163	700264	2198.1	1115
12845at5125	Complete	scaffold_2	1601311	1603169	906.1	457
1284at5125	Complete	scaffold_6	3008077	3013123	1829.7	1095
12868at5125	Complete	scaffold_2	2369814	2371758	909.5	504
12871at5125	Complete	scaffold_3	1458575	1461293	1127.4	531
1287at5125	Complete	scaffold_2	4698654	4703729	1494.9	949
12884at5125	Complete	scaffold_1	2558392	2561134	971.6	495
12920at5125	Complete	scaffold_7	184590	186592	942.1	523
12934at5125	Complete	scaffold_3	4255339	4258265	876.8	617
12935at5125	Complete	scaffold_1	6550558	6553111	786.7	486
12958at5125	Complete	scaffold_6	3106823	3108920	904.9	505
12960at5125	Complete	scaffold_2	4149450	4151568	735.9	410
12971at5125	Complete	scaffold_4	2353219	2358216	590.6	752
12981at5125	Complete	scaffold_6	3131136	3132873	1000.2	495
12991at5125	Complete	scaffold_6	220544	222409	1020.8	500
1299at5125	Complete	scaffold_2	4965946	4970554	2225.8	1235
13019at5125	Complete	scaffold_2	3878655	3880904	1071.4	522
13030at5125	Complete	scaffold_4	3521657	3524069	841.3	501
13033at5125	Complete	scaffold_7	2369531	2372015	748.1	540
13055at5125	Complete	scaffold_6	2255108	2257012	803.8	384
13059at5125	Complete	scaffold_4	1441084	1443066	929.9	550
1305at5125	Complete	scaffold_2	4024081	4028242	2040.9	1124
13061at5125	Complete	scaffold_2	4979052	4980771	913.4	462
13063at5125	Complete	scaffold_2	2340456	2342841	999.8	613
13064at5125	Complete	scaffold_3	3175343	3177714	1044.2	586
13066at5125	Complete	scaffold_5	3906659	3908907	685.9	520
13067at5125	Complete	scaffold_4	415083	417225	917.6	557
1307at5125	Complete	scaffold_4	432722	436478	2221.8	1085
13089at5125	Complete	scaffold_4	3837396	3839963	926.7	624
13100at5125	Complete	scaffold_3	1869210	1871181	1059.3	568
13117at5125	Complete	scaffold_1	1466485	1468609	879.2	495
13122at5125	Complete	scaffold_6	2289941	2292145	953.4	534
13138at5125	Complete	scaffold_1	789186	791194	832.0	460
13158at5125	Complete	scaffold_4	2957485	2959690	838.8	524
13183at5125	Complete	scaffold_6	2480670	2482793	1058.3	529
1318at5125	Complete	scaffold_6	732712	737095	2354.6	1235
13206at5125	Complete	scaffold_5	3834162	3836363	1126.6	581
13209at5125	Complete	scaffold_1	4828594	4830777	1113.8	581
13216at5125	Complete	scaffold_4	1791289	1794001	1008.9	517
13219at5125	Complete	scaffold_6	3253878	3256350	838.1	493
13220at5125	Complete	scaffold_3	1046507	1049010	1046.9	533
13241at5125	Complete	scaffold_5	2213491	2215438	959.8	479
13244at5125	Fragmented	scaffold_3	2079055	2080014	386.7	212
13255at5125	Complete	scaffold_1	3391828	3396533	1029.5	560
13290at5125	Complete	scaffold_1	1538411	1540529	984.2	522
13297at5125	Complete	scaffold_2	1324582	1326623	984.9	508
13299at5125	Complete	scaffold_4	2128701	2132247	832.2	523
13300at5125	Complete	scaffold_3	3061458	3063353	1014.5	537
13302at5125	Complete	scaffold_5	535491	537636	1149.2	590
13308at5125	Complete	scaffold_2	5308940	5313706	843.9	545
1331at5125	Complete	scaffold_5	807233	813277	1544.7	1283
13328at5125	Complete	scaffold_5	1977793	1980002	897.1	493
13339at5125	Complete	scaffold_5	3338919	3341479	1030.2	529
13372at5125	Complete	scaffold_5	818150	820363	766.7	476
13381at5125	Complete	scaffold_6	1785973	1787968	931.3	521
13399at5125	Complete	scaffold_7	2821465	2823595	921.9	569
133at5125	Complete	scaffold_7	2018534	2025403	4418.0	2003
13405at5125	Complete	scaffold_1	5628138	5630615	875.9	561
13416at5125	Complete	scaffold_5	643778	645962	1265.6	616
1341at5125	Complete	scaffold_1	1092640	1096764	1853.8	1106
13421at5125	Complete	scaffold_2	3047110	3049569	978.0	476
13430at5125	Complete	scaffold_4	743794	746446	942.0	682
13450at5125	Complete	scaffold_2	4608322	4609854	862.2	414
13461at5125	Complete	scaffold_1	2943937	2946370	698.1	429
13473at5125	Complete	scaffold_6	180303	182099	852.5	489
13485at5125	Complete	scaffold_5	1531937	1534015	966.6	533
13511at5125	Complete	scaffold_4	3701302	3703025	1020.1	480
13516at5125	Complete	scaffold_2	5486059	5488814	1057.2	788
13543at5125	Complete	scaffold_5	457050	458929	1030.4	503
13548at5125	Complete	scaffold_3	1305636	1307731	834.2	508
13555at5125	Complete	scaffold_1	3696398	3698914	899.5	569
13598at5125	Complete	scaffold_3	3988233	3990289	1001.4	448
13603at5125	Complete	scaffold_4	3035242	3036945	900.9	493
13619at5125	Complete	scaffold_1	4661539	4664377	1273.6	737
1361at5125	Complete	scaffold_4	3866515	3870430	2284.2	1049
13625at5125	Complete	scaffold_7	1946174	1951022	841.8	437
1365at5125	Complete	scaffold_2	2441137	2445467	2226.4	1244
13664at5125	Complete	scaffold_5	1098654	1100522	721.3	439
13666at5125	Complete	scaffold_2	1057176	1063935	732.5	431
13691at5125	Complete	scaffold_2	5478813	5480551	897.9	455
13703at5125	Complete	scaffold_2	4912640	4914666	839.8	491
13708at5125	Complete	scaffold_4	1856704	1858663	1027.3	520
1370at5125	Complete	scaffold_6	3195278	3200132	1796.8	1199
13710at5125	Complete	scaffold_6	2622471	2624690	644.6	490
13711at5125	Complete	scaffold_2	1436969	1438744	1026.9	497
13712at5125	Complete	scaffold_6	2447552	2449469	862.2	469
13762at5125	Complete	scaffold_7	1596340	1599887	604.8	404
1377at5125	Complete	scaffold_5	1049023	1053903	1511.1	846
13803at5125	Complete	scaffold_5	949500	951332	938.5	490
13805at5125	Complete	scaffold_4	2845386	2847416	905.0	473
13808at5125	Complete	scaffold_5	1855148	1856923	789.2	407
13816at5125	Complete	scaffold_1	5295040	5297659	919.3	641
13820at5125	Complete	scaffold_1	5393271	5396257	983.9	760
13824at5125	Complete	scaffold_7	2473344	2475346	893.1	441
13829at5125	Complete	scaffold_1	6105284	6107155	941.2	467
13845at5125	Complete	scaffold_4	217952	219953	915.0	500
13873at5125	Complete	scaffold_2	1474015	1475778	901.5	463
13898at5125	Complete	scaffold_6	1593202	1595289	799.0	513
1393at5125	Complete	scaffold_1	781982	786880	2262.8	1211
13949at5125	Complete	scaffold_6	1098070	1099965	754.2	408
13959at5125	Complete	scaffold_3	3734767	3736776	498.6	413
13960at5125	Complete	scaffold_5	2023122	2024783	887.8	426
13974at5125	Complete	scaffold_7	882934	885036	497.2	359
13977at5125	Complete	scaffold_4	147050	148933	998.7	489
13985at5125	Complete	scaffold_3	1905218	1907370	869.0	541
13987at5125	Complete	scaffold_5	3348773	3351211	841.3	596
13988at5125	Complete	scaffold_4	3065707	3067667	1062.6	519
13998at5125	Complete	scaffold_2	2065975	2068056	837.6	481
14000at5125	Complete	scaffold_3	4205932	4208296	927.6	485
14002at5125	Complete	scaffold_1	1208081	1209866	874.1	462
1400at5125	Complete	scaffold_3	3787874	3793916	1935.2	1518
14030at5125	Complete	scaffold_1	2628184	2629860	924.3	473
14053at5125	Complete	scaffold_6	3128530	3130420	969.9	491
14058at5125	Complete	scaffold_1	2631746	2633500	938.9	483
14063at5125	Complete	scaffold_2	2090269	2092235	855.6	499
14093at5125	Complete	scaffold_2	4054230	4056979	816.4	438
14099at5125	Complete	scaffold_7	2576853	2579369	931.0	495
1410at5125	Complete	scaffold_5	2485116	2489303	2313.4	1134
14140at5125	Complete	scaffold_6	292229	294636	899.8	578
14152at5125	Complete	scaffold_2	2509557	2511508	844.9	435
14158at5125	Complete	scaffold_4	1115721	1117632	841.5	419
14165at5125	Duplicated	scaffold_1	3739947	3743344	1152.9	938
14165at5125	Duplicated	scaffold_1	3744868	3748152	1335.4	499
14169at5125	Missing
14183at5125	Complete	scaffold_5	3005398	3007086	889.0	495
14194at5125	Complete	scaffold_1	1525054	1527222	909.3	524
141at5125	Complete	scaffold_2	2565670	2573274	4311.2	2087
14213at5125	Complete	scaffold_2	1822229	1825132	746.0	470
14217at5125	Complete	scaffold_6	2611302	2613470	483.0	460
14243at5125	Complete	scaffold_5	578295	580053	946.5	470
14278at5125	Complete	scaffold_7	3135866	3137612	515.3	327
14281at5125	Complete	scaffold_1	5803492	5805215	825.3	459
1428at5125	Complete	scaffold_1	5500516	5504800	2195.2	1168
142at5125	Complete	scaffold_4	282307	290427	4081.3	2128
14313at5125	Complete	scaffold_2	983209	985277	601.0	371
14319at5125	Complete	scaffold_1	2099362	2101751	931.6	516
14334at5125	Complete	scaffold_2	4905165	4907581	535.1	420
14337at5125	Complete	scaffold_6	3847157	3849746	1097.8	696
14344at5125	Complete	scaffold_5	3612344	3614082	841.6	436
14368at5125	Complete	scaffold_3	417132	419481	734.8	563
14369at5125	Complete	scaffold_5	925376	927715	1104.9	590
14370at5125	Complete	scaffold_4	2712590	2714678	917.7	501
14373at5125	Complete	scaffold_5	1894476	1896858	945.2	549
14388at5125	Complete	scaffold_6	1364192	1366099	1036.4	489
14389at5125	Complete	scaffold_7	790127	791852	940.9	475
1438at5125	Complete	scaffold_4	2762475	2766872	1862.9	1130
14401at5125	Complete	scaffold_5	1995615	1997794	848.3	465
14403at5125	Complete	scaffold_2	2411216	2413540	992.1	499
1440at5125	Complete	scaffold_7	3257151	3261058	1834.5	1089
14411at5125	Complete	scaffold_2	2809720	2812644	791.6	666
14426at5125	Complete	scaffold_1	4042625	4044464	960.0	474
14434at5125	Complete	scaffold_5	3336385	3338382	748.7	412
14438at5125	Complete	scaffold_2	5868162	5870193	869.3	500
14440at5125	Complete	scaffold_5	890259	893118	623.3	347
14448at5125	Complete	scaffold_2	3508703	3511003	994.2	517
14449at5125	Complete	scaffold_7	1984307	1986613	932.0	571
1447at5125	Complete	scaffold_1	4893527	4897680	2150.9	1089
14490at5125	Complete	scaffold_5	1650960	1653038	1053.1	482
14507at5125	Complete	scaffold_4	2599277	2601280	923.9	466
14514at5125	Complete	scaffold_1	6427545	6429770	972.2	665
14516at5125	Complete	scaffold_7	3572574	3576729	1188.3	892
1452at5125	Complete	scaffold_3	2675132	2682964	2368.5	1502
14536at5125	Complete	scaffold_1	2415446	2417167	727.8	444
14562at5125	Complete	scaffold_1	5832444	5834556	975.6	459
14592at5125	Complete	scaffold_1	3110051	3112201	1044.6	591
14617at5125	Complete	scaffold_2	2159573	2161489	570.6	408
14618at5125	Complete	scaffold_2	2922214	2924356	957.5	499
14620at5125	Complete	scaffold_1	3065206	3067510	969.6	534
1462at5125	Complete	scaffold_3	3807212	3812073	2115.0	1139
14632at5125	Complete	scaffold_7	2733944	2735761	741.4	458
14639at5125	Complete	scaffold_4	811471	813579	643.6	448
14671at5125	Complete	scaffold_2	1704165	1706003	998.2	507
14679at5125	Complete	scaffold_4	3506871	3508952	751.2	472
14726at5125	Complete	scaffold_5	1875428	1878069	785.1	562
14736at5125	Complete	scaffold_2	2878469	2880161	1001.9	445
14737at5125	Complete	scaffold_4	3229244	3231069	818.1	410
1473at5125	Complete	scaffold_7	2682760	2688306	1384.1	1103
14748at5125	Complete	scaffold_2	2113596	2115391	823.0	487
14763at5125	Complete	scaffold_2	4533886	4536437	529.4	493
14797at5125	Complete	scaffold_7	535490	537152	761.0	371
14810at5125	Complete	scaffold_7	3100821	3102984	1013.2	565
14811at5125	Complete	scaffold_3	779743	782316	723.0	558
14816at5125	Complete	scaffold_1	5399170	5401881	851.4	663
14818at5125	Complete	scaffold_3	3222488	3224071	701.7	437
1484at5125	Complete	scaffold_6	3152818	3158052	2663.6	1515
14852at5125	Complete	scaffold_2	4763844	4766486	744.1	490
14858at5125	Complete	scaffold_1	4689661	4694358	883.9	412
