#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_005181-T1        -           1045 9278at5125           -            527   6.4e-10   36.9   0.0   3   3    0.0085       1.8    5.7   0.0   164   441   904   953   862   987 0.63 FUN_005181
FUN_004882-T1        -           1346 9278at5125           -            527   2.1e-09   35.2   0.1   1   3   3.5e-05    0.0075   13.6   0.0   167   239   579   651   549   660 0.87 FUN_004882
FUN_004882-T1        -           1346 9278at5125           -            527   2.1e-09   35.2   0.1   2   3      0.12        26    1.9   0.0    72   101  1127  1156  1120  1166 0.85 FUN_004882
FUN_004882-T1        -           1346 9278at5125           -            527   2.1e-09   35.2   0.1   3   3   1.4e-05    0.0029   14.9   0.0   163   469  1237  1312  1218  1331 0.56 FUN_004882
FUN_001073-T1        -           1634 9278at5125           -            527   6.2e-09   33.7   0.1   1   2    0.0013      0.27    8.4   0.1    74   239   508   675   496   682 0.63 FUN_001073
FUN_001073-T1        -           1634 9278at5125           -            527   6.2e-09   33.7   0.1   2   2   3.2e-07   6.8e-05   20.3   0.0    70   226  1288  1454  1276  1468 0.70 FUN_001073
FUN_003852-T1        -           1345 9278at5125           -            527   1.6e-08   32.3   1.2   1   4       8.2   1.8e+03   -4.2   0.0    74    93   399   418   398   429 0.76 FUN_003852
FUN_003852-T1        -           1345 9278at5125           -            527   1.6e-08   32.3   1.2   2   4     3e-05    0.0064   13.8   0.0   376   479   531   632   515   649 0.67 FUN_003852
FUN_003852-T1        -           1345 9278at5125           -            527   1.6e-08   32.3   1.2   3   4     0.011       2.5    5.3   0.2    75   104  1103  1132  1096  1140 0.87 FUN_003852
FUN_003852-T1        -           1345 9278at5125           -            527   1.6e-08   32.3   1.2   4   4   0.00055      0.12    9.6   0.0   396   470  1237  1315  1232  1339 0.64 FUN_003852
FUN_006030-T1        -           1307 9278at5125           -            527   1.8e-08   32.1   0.1   1   2   4.1e-07   8.7e-05   19.9   0.0   167   242   577   652   548   666 0.85 FUN_006030
FUN_006030-T1        -           1307 9278at5125           -            527   1.8e-08   32.1   0.1   2   2   0.00051      0.11    9.7   0.0   167   230  1205  1268  1092  1283 0.77 FUN_006030
FUN_003834-T1        -            904 9278at5125           -            527     8e-08   30.0   0.3   1   2      0.13        29    1.8   0.1    74    95   613   634   604   643 0.89 FUN_003834
FUN_003834-T1        -            904 9278at5125           -            527     8e-08   30.0   0.3   2   2   6.1e-09   1.3e-06   26.0   0.0   395   472   723   797   714   826 0.78 FUN_003834
FUN_006181-T1        -           1298 9278at5125           -            527   2.7e-07   28.3   0.1   1   4         2   4.4e+02   -2.2   0.0    75   104   423   452   384   468 0.74 FUN_006181
FUN_006181-T1        -           1298 9278at5125           -            527   2.7e-07   28.3   0.1   2   4   2.9e-05    0.0062   13.8   0.0   166   238   540   612   516   622 0.86 FUN_006181
FUN_006181-T1        -           1298 9278at5125           -            527   2.7e-07   28.3   0.1   3   4      0.94     2e+02   -1.1   0.0    75   103  1081  1109  1075  1123 0.71 FUN_006181
FUN_006181-T1        -           1298 9278at5125           -            527   2.7e-07   28.3   0.1   4   4   0.00052      0.11    9.7   0.0   167   229  1192  1254  1178  1272 0.68 FUN_006181
FUN_006930-T1        -           1462 9278at5125           -            527   3.3e-07   27.9   0.0   1   2   6.3e-06    0.0014   16.0   0.0   395   470   762   837   753   852 0.85 FUN_006930
FUN_006930-T1        -           1462 9278at5125           -            527   3.3e-07   27.9   0.0   2   2    0.0006      0.13    9.5   0.0   149   229  1353  1433  1340  1443 0.86 FUN_006930
FUN_004903-T1        -           1296 9278at5125           -            527   7.5e-07   26.8   0.1   1   3   1.5e-06   0.00032   18.1   0.0   157   239   536   617   507   629 0.68 FUN_004903
FUN_004903-T1        -           1296 9278at5125           -            527   7.5e-07   26.8   0.1   2   3      0.79   1.7e+02   -0.8   0.0    77   104  1079  1106  1068  1122 0.83 FUN_004903
FUN_004903-T1        -           1296 9278at5125           -            527   7.5e-07   26.8   0.1   3   3     0.019       4.1    4.5   0.0   167   229  1191  1253  1175  1274 0.69 FUN_004903
FUN_000320-T1        -           1305 9278at5125           -            527     9e-07   26.5   1.5   1   4       5.9   1.3e+03   -3.7   0.0    73   102   433   462   426   465 0.74 FUN_000320
FUN_000320-T1        -           1305 9278at5125           -            527     9e-07   26.5   1.5   2   4   1.5e-06   0.00031   18.1   0.1   165   244   552   632   525   648 0.76 FUN_000320
FUN_000320-T1        -           1305 9278at5125           -            527     9e-07   26.5   1.5   3   4       2.4   5.2e+02   -2.4   0.0    76    95  1090  1109  1082  1118 0.80 FUN_000320
FUN_000320-T1        -           1305 9278at5125           -            527     9e-07   26.5   1.5   4   4    0.0066       1.4    6.1   0.0   396   469  1204  1274  1178  1289 0.62 FUN_000320
FUN_002366-T1        -            795 9278at5125           -            527   4.5e-06   24.2   0.0   1   2      0.11        23    2.1   0.0    74    95   577   598   556   621 0.87 FUN_002366
FUN_002366-T1        -            795 9278at5125           -            527   4.5e-06   24.2   0.0   2   2   4.2e-07   9.1e-05   19.9   0.0   167   236   687   755   659   767 0.86 FUN_002366
FUN_005823-T1        -           1570 9278at5125           -            527   1.4e-05   22.5   0.1   1   2   0.00037     0.079   10.2   0.0   394   438   761   806   662   827 0.83 FUN_005823
FUN_005823-T1        -           1570 9278at5125           -            527   1.4e-05   22.5   0.1   2   2   0.00045     0.098    9.9   0.0   394   471  1464  1539  1461  1552 0.84 FUN_005823
FUN_004907-T1        -           1305 9278at5125           -            527   1.5e-05   22.5   0.1   1   2   3.7e-06   0.00081   16.8   0.0   162   239   542   618   504   625 0.77 FUN_004907
FUN_004907-T1        -           1305 9278at5125           -            527   1.5e-05   22.5   0.1   2   2     0.064        14    2.8   0.0   394   430  1201  1237  1180  1276 0.62 FUN_004907
FUN_002197-T1        -            791 9278at5125           -            527   3.4e-05   21.3   0.0   1   1   3.1e-07   6.7e-05   20.3   0.0   166   243   636   713   624   727 0.86 FUN_002197
FUN_000565-T1        -           1361 9278at5125           -            527   5.4e-05   20.6   0.0   1   3    0.0033      0.71    7.1   0.0   168   239   212   285   199   308 0.67 FUN_000565
FUN_000565-T1        -           1361 9278at5125           -            527   5.4e-05   20.6   0.0   2   3       3.1   6.6e+02   -2.7   0.0   309   338   726   755   722   759 0.78 FUN_000565
FUN_000565-T1        -           1361 9278at5125           -            527   5.4e-05   20.6   0.0   3   3   0.00033      0.07   10.4   0.0   164   218   843   897   830   924 0.82 FUN_000565
FUN_003164-T1        -            394 9278at5125           -            527   0.00012   19.5   0.0   1   2   5.3e-05     0.011   13.0   0.0   395   437    13    57     5    94 0.70 FUN_003164
FUN_003164-T1        -            394 9278at5125           -            527   0.00012   19.5   0.0   2   2     0.023         5    4.3   0.0   154   230   256   344   245   362 0.77 FUN_003164
FUN_003039-T1        -           1552 9278at5125           -            527   0.00047   17.5   0.0   1   2       0.1        23    2.1   0.0   167   243   756   834   748   853 0.75 FUN_003039
FUN_003039-T1        -           1552 9278at5125           -            527   0.00047   17.5   0.0   2   2   5.9e-05     0.013   12.8   0.0   166   237  1436  1507  1417  1525 0.85 FUN_003039
FUN_005854-T1        -           1019 9278at5125           -            527    0.0011   16.3   0.0   1   1   9.6e-06    0.0021   15.4   0.0   167   240   823   895   806   903 0.87 FUN_005854
FUN_005733-T1        -           1343 9278at5125           -            527    0.0012   16.2   0.0   1   2   0.00066      0.14    9.4   0.0   307   471   567   744   560   765 0.69 FUN_005733
FUN_005733-T1        -           1343 9278at5125           -            527    0.0012   16.2   0.0   2   2     0.023         5    4.3   0.0   166   241  1238  1313  1226  1319 0.90 FUN_005733
FUN_000541-T1        -           1285 9278at5125           -            527    0.0013   16.0   0.0   1   1   1.6e-05    0.0035   14.7   0.0   166   240  1158  1233  1046  1244 0.66 FUN_000541
FUN_005420-T1        -           1653 9278at5125           -            527    0.0015   15.9   0.0   1   2   0.00069      0.15    9.3   0.0   394   471   814   891   790   909 0.80 FUN_005420
FUN_005420-T1        -           1653 9278at5125           -            527    0.0015   15.9   0.0   2   2     0.026       5.7    4.1   0.0   131   232  1495  1594  1453  1612 0.69 FUN_005420
FUN_001960-T1        -            864 9278at5125           -            527    0.0018   15.6   0.0   1   1   1.3e-05    0.0027   15.0   0.0   301   349    56   104    38   116 0.89 FUN_001960
FUN_001437-T1        -            655 9278at5125           -            527    0.0023   15.3   0.1   1   4       5.2   1.1e+03   -3.5   0.0   317   337    56    76    53    81 0.67 FUN_001437
FUN_001437-T1        -            655 9278at5125           -            527    0.0023   15.3   0.1   2   4   0.00048       0.1    9.8   0.0   375   427   170   222   158   233 0.85 FUN_001437
FUN_001437-T1        -            655 9278at5125           -            527    0.0023   15.3   0.1   3   4      0.15        33    1.5   0.0   315   365   392   441   371   456 0.79 FUN_001437
FUN_001437-T1        -            655 9278at5125           -            527    0.0023   15.3   0.1   4   4       1.5   3.2e+02   -1.7   0.0   186   238   518   565   515   577 0.72 FUN_001437
FUN_002567-T1        -           1406 9278at5125           -            527    0.0058   13.9   0.0   1   1   0.00013     0.028   11.7   0.0   307   485   596   795   584   803 0.69 FUN_002567
FUN_002859-T1        -           1082 9278at5125           -            527     0.013   12.8   0.0   1   2     0.021       4.6    4.4   0.0   306   333   390   417   344   428 0.83 FUN_002859
FUN_002859-T1        -           1082 9278at5125           -            527     0.013   12.8   0.0   2   2    0.0064       1.4    6.1   0.0   395   430   509   544   485   593 0.71 FUN_002859
FUN_002675-T1        -            230 9278at5125           -            527     0.013   12.8   5.9   1   2    0.0012      0.26    8.5   0.3    28    64   128   164   124   169 0.85 FUN_002675
FUN_002675-T1        -            230 9278at5125           -            527     0.013   12.8   5.9   2   2    0.0023       0.5    7.6   0.9    28    47   167   186   164   198 0.87 FUN_002675
FUN_001878-T1        -           1205 9278at5125           -            527     0.037   11.3   0.0   1   2      0.26        55    0.8   0.0   310   337   395   421   378   578 0.73 FUN_001878
FUN_001878-T1        -           1205 9278at5125           -            527     0.037   11.3   0.0   2   2    0.0021      0.46    7.7   0.0   167   231  1100  1165  1087  1184 0.77 FUN_001878
FUN_000647-T1        -           1503 9278at5125           -            527     0.078   10.2   0.1   1   3    0.0058       1.2    6.2   0.0   165   215   305   355   274   390 0.84 FUN_000647
FUN_000647-T1        -           1503 9278at5125           -            527     0.078   10.2   0.1   2   3       1.2   2.5e+02   -1.3   0.0   312   333   892   913   876   920 0.67 FUN_000647
FUN_000647-T1        -           1503 9278at5125           -            527     0.078   10.2   0.1   3   3      0.48     1e+02   -0.1   0.0   172   216  1006  1051   979  1084 0.78 FUN_000647
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/9278at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Epichloe_festucae_RoseCity.proteins.fa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Efestucae_RoseCity/run_hypocreales_odb10/hmmer_output/initial_run_results/9278at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/9278at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Epichloe_festucae_RoseCity.proteins.fa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:21:22 2024
# [ok]
