# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/zack/miniconda3/envs/funannotate/lib/python3.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/TrichodermaReesei_QM6a/FunannotatePredict/annotate_misc/genome.proteins.fasta -o busco -l /home/zack/funannotate_db/dikarya/ -m proteins -c 4 -sp aspergillus_nidulans
#
# Busco id	Status	Sequence	Score	Length
EOG09260XQV	Complete	FUN_007800-T1	545.9	437
EOG09260XSR	Complete	FUN_004320-T1	400.2	389
EOG09260Y2Q	Complete	FUN_003014-T1	439.6	320
EOG09260YMF	Complete	FUN_008619-T1	855.4	602
EOG09260Z3X	Complete	FUN_001686-T1	788.6	463
EOG09260Z5E	Complete	FUN_004335-T1	729.2	696
EOG09260ZG2	Complete	FUN_008944-T1	519.5	428
EOG09260ZWU	Complete	FUN_007757-T1	1118.7	602
EOG09261031	Complete	FUN_001372-T1	461.5	350
EOG092610KH	Complete	FUN_002494-T1	721.2	464
EOG092610LP	Complete	FUN_007074-T1	911.8	584
EOG092610LQ	Complete	FUN_000722-T1	339.9	244
EOG092610QT	Complete	FUN_003912-T1	333.1	354
EOG092610TN	Complete	FUN_004147-T1	722.9	554
EOG092610VI	Complete	FUN_000125-T1	1294.4	1027
EOG092610ZY	Complete	FUN_004034-T1	1141.9	854
EOG09261127	Complete	FUN_001457-T1	829.1	437
EOG0926112A	Complete	FUN_001157-T1	755.1	750
EOG09261145	Complete	FUN_000585-T1	752.3	430
EOG0926115P	Complete	FUN_006945-T1	295.8	214
EOG0926115V	Complete	FUN_006756-T1	201.9	192
EOG092611G7	Complete	FUN_000303-T1	651.6	536
EOG092611HB	Complete	FUN_003161-T1	437.4	306
EOG09261225	Complete	FUN_000281-T1	943.4	486
EOG0926129I	Complete	FUN_004206-T1	478.8	465
EOG092612AK	Complete	FUN_003121-T1	540.8	503
EOG092612CC	Complete	FUN_004732-T1	311.6	219
EOG092612J3	Complete	FUN_004071-T1	295.2	412
EOG092612LP	Complete	FUN_002015-T1	755.0	505
EOG092612MY	Complete	FUN_005177-T1	788.4	658
EOG092612XD	Complete	FUN_000952-T1	945.9	823
EOG0926131E	Complete	FUN_008460-T1	537.9	279
EOG0926133I	Complete	FUN_003003-T1	808.1	511
EOG0926137U	Complete	FUN_005407-T1	756.1	586
EOG092613QA	Complete	FUN_007231-T1	384.5	316
EOG092613R2	Complete	FUN_004150-T1	576.3	532
EOG092613S3	Complete	FUN_000453-T1	411.5	302
EOG092613UB	Complete	FUN_006696-T1	544.7	402
EOG09261404	Complete	FUN_000916-T1	532.1	463
EOG0926140Q	Complete	FUN_008720-T1	943.2	531
EOG0926142H	Complete	FUN_002524-T1	565.7	411
EOG0926142Y	Fragmented	FUN_007238-T1	563.2	437
EOG0926146A	Complete	FUN_001284-T1	796.9	521
EOG09261476	Complete	FUN_002765-T1	460.5	404
EOG092614DJ	Complete	FUN_004614-T1	354.0	308
EOG092614E6	Complete	FUN_006317-T1	874.6	497
EOG092614O9	Complete	FUN_006700-T1	682.7	475
EOG092614UB	Complete	FUN_004882-T1	454.3	319
EOG092614ZG	Complete	FUN_003103-T1	337.7	331
EOG0926158Y	Complete	FUN_002679-T1	400.8	374
EOG092615CC	Complete	FUN_002473-T1	629.3	471
EOG092615IE	Complete	FUN_004423-T1	653.3	498
EOG092615SM	Complete	FUN_007497-T1	681.6	586
EOG092615Y4	Complete	FUN_000938-T1	594.7	419
EOG09261660	Complete	FUN_001441-T1	445.1	431
EOG09261666	Complete	FUN_002794-T1	423.8	390
EOG092616QN	Complete	FUN_007833-T1	715.4	551
EOG092616YZ	Complete	FUN_004035-T1	1077.1	657
EOG09261727	Complete	FUN_001419-T1	247.4	337
EOG092617AN	Complete	FUN_004529-T1	1246.7	912
EOG092617RN	Complete	FUN_005936-T1	1092.1	572
EOG092617RY	Complete	FUN_003983-T1	315.7	366
EOG092617S2	Complete	FUN_001517-T1	620.5	495
EOG09261801	Complete	FUN_004700-T1	400.4	350
EOG092618J9	Complete	FUN_007017-T1	423.8	349
EOG092618M2	Complete	FUN_001152-T1	337.2	319
EOG092618UZ	Complete	FUN_009023-T1	252.8	355
EOG0926195C	Complete	FUN_002607-T1	246.6	333
EOG092619EA	Complete	FUN_003024-T1	714.4	429
EOG092619GP	Complete	FUN_002444-T1	371.2	377
EOG092619L1	Complete	FUN_005734-T1	416.9	350
EOG092619MJ	Complete	FUN_003468-T1	613.1	454
EOG092619NK	Complete	FUN_004503-T1	904.1	568
EOG092619RJ	Complete	FUN_008750-T1	783.3	606
EOG092619VG	Complete	FUN_005606-T1	354.9	366
EOG09261A3K	Complete	FUN_004602-T1	1033.7	928
EOG09261ABB	Complete	FUN_007636-T1	571.4	436
EOG09261ACJ	Complete	FUN_001120-T1	544.4	545
EOG09261AH9	Complete	FUN_007638-T1	691.7	466
EOG09261AMX	Complete	FUN_004752-T1	629.8	385
EOG09261B14	Complete	FUN_005515-T1	502.6	411
EOG09261B18	Complete	FUN_000910-T1	564.6	610
EOG09261B3Q	Complete	FUN_004893-T1	463.6	432
EOG09261B6Y	Complete	FUN_002198-T1	636.5	415
EOG09261BP0	Complete	FUN_004069-T1	400.0	363
EOG09261BPJ	Complete	FUN_002723-T1	421.2	432
EOG09261C0G	Complete	FUN_006521-T1	662.9	519
EOG09261CM0	Complete	FUN_004522-T1	597.2	466
EOG09261CQG	Complete	FUN_004440-T1	592.8	437
EOG09261CWO	Complete	FUN_002772-T1	309.8	374
EOG09261CXQ	Complete	FUN_004298-T1	392.2	419
EOG09261D4D	Complete	FUN_004949-T1	482.1	382
EOG09261DG0	Complete	FUN_005563-T1	225.0	298
EOG09261DGU	Complete	FUN_001033-T1	661.1	469
EOG09261DHR	Complete	FUN_009043-T1	824.7	473
EOG09261DJC	Complete	FUN_001295-T1	316.8	374
EOG09261DRB	Complete	FUN_002757-T1	173.7	274
EOG09261DW8	Complete	FUN_001272-T1	614.3	437
EOG09261EAB	Complete	FUN_000363-T1	512.9	335
EOG09261EM7	Complete	FUN_003906-T1	320.9	299
EOG09261EMF	Complete	FUN_005856-T1	297.4	249
EOG09261EU7	Complete	FUN_007512-T1	368.1	260
EOG09261EY9	Complete	FUN_006815-T1	458.8	439
EOG09261F73	Complete	FUN_000111-T1	763.0	412
EOG09261F9G	Complete	FUN_000095-T1	181.3	137
EOG09261FAB	Complete	FUN_003242-T1	212.6	198
EOG09261FAX	Complete	FUN_008439-T1	409.8	454
EOG09261FH7	Complete	FUN_009161-T1	715.3	504
EOG09261FM4	Complete	FUN_009033-T1	415.9	421
EOG09261G1Y	Complete	FUN_006390-T1	1187.8	617
EOG09261G4Z	Complete	FUN_005597-T1	358.5	302
EOG09261G92	Complete	FUN_000932-T1	321.9	233
EOG09261H5E	Complete	FUN_004397-T1	445.9	373
EOG09261HB6	Complete	FUN_008508-T1	411.6	315
EOG09261HM3	Complete	FUN_008593-T1	923.4	483
EOG09261HQU	Complete	FUN_001387-T1	255.1	261
EOG09261HZD	Complete	FUN_005568-T1	500.2	398
EOG09261I0F	Complete	FUN_003768-T1	318.1	310
EOG09261I1G	Complete	FUN_002471-T1	365.4	418
EOG09261I1I	Complete	FUN_005465-T1	559.0	507
EOG09261I8J	Complete	FUN_002467-T1	372.9	338
EOG09261IBJ	Complete	FUN_002010-T1	569.3	511
EOG09261ICI	Complete	FUN_000088-T1	432.7	320
EOG09261IEH	Complete	FUN_004204-T1	438.8	329
EOG09261IEV	Complete	FUN_004088-T1	467.9	385
EOG09261IFQ	Complete	FUN_006877-T1	593.1	598
EOG09261IOS	Complete	FUN_001081-T1	605.8	423
EOG09261J0P	Complete	FUN_007024-T1	951.1	494
EOG09261JCQ	Complete	FUN_000589-T1	545.5	347
EOG09261JR0	Complete	FUN_003262-T1	396.9	280
EOG09261JUE	Complete	FUN_000070-T1	846.7	462
EOG09261JVS	Complete	FUN_009201-T1	399.9	312
EOG09261JWS	Complete	FUN_001534-T1	588.7	392
EOG09261K9J	Complete	FUN_001456-T1	366.5	422
EOG09261KHB	Complete	FUN_001249-T1	960.8	455
EOG09261KRX	Complete	FUN_007079-T1	264.1	256
EOG09261KZ6	Complete	FUN_002521-T1	447.9	275
EOG09261L4M	Complete	FUN_005906-T1	597.4	475
EOG09261LEU	Complete	FUN_001949-T1	388.3	318
EOG09261LPY	Complete	FUN_008023-T1	470.0	284
EOG09261LV7	Complete	FUN_001505-T1	552.0	501
EOG09261M4S	Complete	FUN_004711-T1	392.1	352
EOG09261M78	Complete	FUN_006562-T1	632.8	388
EOG09261MG9	Complete	FUN_000906-T1	725.6	383
EOG09261MMR	Complete	FUN_000476-T1	435.6	371
EOG09261MOX	Complete	FUN_009265-T1	574.2	582
EOG09261MPU	Complete	FUN_003323-T1	546.4	341
EOG09261N20	Complete	FUN_007731-T1	215.6	261
EOG09261N2L	Complete	FUN_000377-T1	290.2	288
EOG09261N64	Complete	FUN_001005-T1	783.4	436
EOG09261NLR	Complete	FUN_001187-T1	809.6	464
EOG09261NLY	Complete	FUN_003336-T1	730.5	446
EOG09261NW2	Complete	FUN_006872-T1	977.6	651
EOG09261O4Y	Complete	FUN_002358-T1	615.5	390
EOG09261O7R	Complete	FUN_005506-T1	219.0	274
EOG09261OIA	Complete	FUN_002519-T1	742.8	535
EOG09261OIF	Complete	FUN_001077-T1	725.9	413
EOG09261OKK	Complete	FUN_001167-T1	398.7	294
EOG09261OLD	Complete	FUN_005531-T1	638.3	405
EOG09261ONU	Complete	FUN_004233-T1	169.8	164
EOG09261OSU	Complete	FUN_006612-T1	792.1	435
EOG09261OXD	Complete	FUN_006443-T1	458.5	482
EOG09261OXV	Complete	FUN_007734-T1	855.2	773
EOG09261P7G	Complete	FUN_006791-T1	301.3	287
EOG09261PJZ	Complete	FUN_000556-T1	249.1	151
EOG09261PNZ	Complete	FUN_003292-T1	448.3	359
EOG09261PUF	Complete	FUN_002865-T1	755.7	414
EOG09261Q18	Complete	FUN_003283-T1	425.0	359
EOG09261Q5L	Complete	FUN_004683-T1	387.4	320
EOG09261QR5	Complete	FUN_003951-T1	448.4	439
EOG09261QR8	Complete	FUN_002782-T1	419.5	352
EOG09261QXC	Complete	FUN_002175-T1	789.5	439
EOG09261QYO	Complete	FUN_003332-T1	526.0	413
EOG09261RFF	Complete	FUN_006863-T1	574.1	323
EOG09261RU1	Complete	FUN_004895-T1	611.4	385
EOG09261RWJ	Complete	FUN_008315-T1	825.0	454
EOG09261RWU	Complete	FUN_001375-T1	452.3	370
EOG09261S0S	Complete	FUN_006858-T1	208.9	156
EOG09261S7X	Complete	FUN_006549-T1	165.1	247
EOG09261SS1	Complete	FUN_003219-T1	460.1	336
EOG09261T6U	Complete	FUN_003133-T1	825.3	464
EOG09261T74	Complete	FUN_005392-T1	891.9	424
EOG09261T98	Complete	FUN_000253-T1	799.8	394
EOG09261TEQ	Complete	FUN_005835-T1	723.9	471
EOG09261TPN	Complete	FUN_001540-T1	881.3	438
EOG09261UMG	Complete	FUN_007498-T1	808.9	497
EOG09261UOJ	Complete	FUN_004065-T1	422.7	363
EOG09261UPM	Complete	FUN_003095-T1	309.7	403
EOG09261UWT	Complete	FUN_003578-T1	342.7	212
EOG09261V03	Complete	FUN_000264-T1	514.2	338
EOG09261V2P	Complete	FUN_002882-T1	171.1	239
EOG09261V87	Complete	FUN_000448-T1	381.1	336
EOG09261V9P	Complete	FUN_000106-T1	684.3	404
EOG09261VD2	Complete	FUN_007470-T1	686.3	429
EOG09261VI3	Complete	FUN_006339-T1	981.4	462
EOG09261VUC	Complete	FUN_000872-T1	463.1	485
EOG09261W1K	Complete	FUN_000825-T1	245.4	336
EOG09261W2O	Complete	FUN_005211-T1	613.7	391
EOG09261W3X	Complete	FUN_008765-T1	780.9	426
EOG09261W90	Complete	FUN_002059-T1	547.7	336
EOG09261WJ8	Complete	FUN_000212-T1	253.7	302
EOG09261WVT	Complete	FUN_007806-T1	475.8	400
EOG09261X9E	Complete	FUN_001247-T1	563.0	336
EOG09261XAF	Complete	FUN_003206-T1	382.5	279
