# BUSCO version is: 2.0 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2020-08-05, number of species: 50, number of BUSCOs: 4494)
# To reproduce this run: python /home/zack/miniconda3/envs/funannotate/lib/python3.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/Epichloefestucae_ROSECITY/FunannotatePredict/predict_misc/busco_augustus.proteins.fasta -o epichloe_festucae_rosecity -l /home/zack/funannotate_db/hypocreales_odb10/ -m proteins -c 12 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
10959at5125	Complete	gene891.t1	663.1	516
10960at5125	Complete	gene892.t1	880.1	603
10999at5125	Complete	gene893.t1	1077.5	630
11007at5125	Complete	gene894.t1	984.0	760
11010at5125	Complete	gene895.t1	886.5	555
11017at5125	Complete	gene896.t1	346.6	601
11019at5125	Complete	gene897.t1	805.3	1159
1101at5125	Complete	gene80.t1	2792.4	1449
11029at5125	Complete	gene898.t1	977.1	559
11036at5125	Complete	gene899.t1	940.7	572
11039at5125	Complete	gene900.t1	501.0	554
1103at5125	Complete	gene81.t1	2463.9	1452
11041at5125	Complete	gene901.t1	1130.0	567
11048at5125	Complete	gene902.t1	878.7	482
11086at5125	Missing
11105at5125	Complete	gene903.t1	1253.1	592
11116at5125	Complete	gene904.t1	1009.1	527
11131at5125	Complete	gene905.t1	1005.5	534
11148at5125	Complete	gene906.t1	892.3	469
11162at5125	Complete	gene907.t1	771.3	516
11163at5125	Complete	gene908.t1	933.9	591
11172at5125	Complete	gene909.t1	958.3	519
11177at5125	Complete	gene910.t1	681.6	393
11247at5125	Complete	gene911.t1	788.6	704
11253at5125	Complete	gene912.t1	1042.2	484
11279at5125	Complete	gene913.t1	652.4	532
1128at5125	Missing
11307at5125	Complete	gene914.t1	641.6	367
1130at5125	Complete	gene82.t1	2245.9	1203
11316at5125	Complete	gene915.t1	855.0	663
11320at5125	Missing
11326at5125	Complete	gene916.t1	982.8	756
11338at5125	Complete	gene917.t1	1031.5	512
11342at5125	Missing
11358at5125	Missing
11365at5125	Complete	gene918.t1	565.3	294
11367at5125	Complete	gene919.t1	1231.0	576
11369at5125	Complete	gene920.t1	1052.8	539
11382at5125	Complete	gene921.t1	972.2	581
11383at5125	Complete	gene922.t1	945.5	522
11392at5125	Complete	gene923.t1	921.6	499
11423at5125	Complete	gene924.t1	1163.7	560
11431at5125	Complete	gene925.t1	384.8	443
11443at5125	Complete	gene926.t1	997.6	497
11454at5125	Complete	gene927.t1	996.1	548
11461at5125	Complete	gene928.t1	657.1	464
11467at5125	Complete	gene929.t1	766.3	558
11471at5125	Complete	gene930.t1	1084.6	698
11477at5125	Complete	gene931.t1	1132.1	551
1147at5125	Complete	gene83.t1	2236.0	1304
11481at5125	Missing
11498at5125	Complete	gene932.t1	905.1	634
11513at5125	Missing
11517at5125	Complete	gene933.t1	1027.0	522
11525at5125	Complete	gene934.t1	746.7	610
11536at5125	Complete	gene935.t1	787.1	475
11537at5125	Complete	gene936.t1	869.6	457
11604at5125	Complete	gene937.t1	1165.8	598
11608at5125	Duplicated	gene2348.t1	901.8	570
11608at5125	Duplicated	gene938.t1	901.8	570
11622at5125	Complete	gene939.t1	739.9	542
11669at5125	Complete	gene940.t1	878.2	491
11700at5125	Complete	gene941.t1	911.2	555
11704at5125	Complete	gene942.t1	794.6	569
11707at5125	Complete	gene943.t1	556.8	704
11752at5125	Complete	gene944.t1	996.1	540
11758at5125	Complete	gene945.t1	1147.4	632
11795at5125	Complete	gene946.t1	928.7	574
1179at5125	Complete	gene84.t1	2188.7	1417
11807at5125	Complete	gene947.t1	1025.0	569
11809at5125	Missing
11812at5125	Complete	gene948.t1	1012.9	602
1181at5125	Complete	gene85.t1	2464.1	1246
1182at5125	Complete	gene86.t1	2050.2	1342
1187at5125	Complete	gene87.t1	2478.7	1147
11888at5125	Complete	gene949.t1	1124.0	618
11898at5125	Complete	gene950.t1	1019.0	529
11902at5125	Complete	gene951.t1	913.1	528
11908at5125	Complete	gene952.t1	874.1	561
11937at5125	Complete	gene953.t1	845.9	442
11947at5125	Complete	gene954.t1	531.5	694
11953at5125	Complete	gene955.t1	797.7	493
11955at5125	Complete	gene956.t1	859.1	520
11960at5125	Complete	gene957.t1	944.0	490
11961at5125	Complete	gene958.t1	1070.6	503
11969at5125	Complete	gene959.t1	1060.3	536
11971at5125	Missing
1198at5125	Complete	gene88.t1	1988.3	1343
11992at5125	Missing
11997at5125	Complete	gene960.t1	920.4	521
12010at5125	Complete	gene961.t1	528.0	404
12046at5125	Complete	gene962.t1	1155.7	840
12091at5125	Complete	gene963.t1	1061.9	652
12092at5125	Complete	gene964.t1	808.5	440
1210at5125	Complete	gene89.t1	2019.6	1136
12112at5125	Complete	gene965.t1	1182.2	641
12153at5125	Complete	gene966.t1	896.1	454
12154at5125	Complete	gene967.t1	1055.3	502
12162at5125	Complete	gene968.t1	711.7	430
12169at5125	Missing
12190at5125	Complete	gene969.t1	1026.6	547
12196at5125	Complete	gene970.t1	1129.1	643
12199at5125	Complete	gene971.t1	882.9	514
12207at5125	Complete	gene972.t1	703.4	643
1220at5125	Missing
12220at5125	Complete	gene973.t1	978.7	462
12239at5125	Complete	gene974.t1	1094.0	559
1224at5125	Complete	gene90.t1	2261.8	1184
1225at5125	Complete	gene91.t1	2341.4	1281
12271at5125	Complete	gene975.t1	1079.9	568
12295at5125	Missing
12301at5125	Complete	gene976.t1	914.5	482
12311at5125	Complete	gene977.t1	963.1	483
12321at5125	Complete	gene978.t1	1131.2	691
12325at5125	Complete	gene979.t1	777.4	529
12360at5125	Complete	gene980.t1	953.9	635
12363at5125	Complete	gene981.t1	801.8	548
12395at5125	Complete	gene982.t1	782.1	465
12396at5125	Complete	gene983.t1	811.0	444
12398at5125	Complete	gene984.t1	622.4	567
12400at5125	Complete	gene985.t1	986.0	532
1240at5125	Complete	gene92.t1	1370.7	1098
12416at5125	Missing
12437at5125	Complete	gene986.t1	698.2	509
12438at5125	Complete	gene987.t1	862.6	459
12441at5125	Complete	gene988.t1	967.1	602
12460at5125	Complete	gene989.t1	786.2	419
12464at5125	Complete	gene990.t1	1097.4	593
12479at5125	Missing
12491at5125	Complete	gene991.t1	826.9	492
12515at5125	Complete	gene992.t1	575.1	410
12522at5125	Missing
12543at5125	Missing
12559at5125	Missing
1255at5125	Complete	gene93.t1	2517.4	1366
12560at5125	Complete	gene993.t1	876.2	567
12567at5125	Complete	gene994.t1	903.8	587
12650at5125	Complete	gene995.t1	649.1	335
12665at5125	Complete	gene996.t1	477.8	380
12666at5125	Complete	gene997.t1	1047.1	500
12677at5125	Complete	gene998.t1	738.1	478
12687at5125	Missing
12690at5125	Complete	gene999.t1	1104.3	555
12694at5125	Complete	gene1000.t1	1111.0	594
12749at5125	Complete	gene1001.t1	952.1	551
1275at5125	Complete	gene94.t1	2238.5	1159
12761at5125	Complete	gene1002.t1	552.8	483
1276at5125	Complete	gene95.t1	2286.7	1148
12776at5125	Complete	gene1003.t1	977.1	466
12778at5125	Complete	gene1004.t1	1013.9	510
12787at5125	Complete	gene1005.t1	936.4	520
12818at5125	Complete	gene1006.t1	844.6	425
1281at5125	Complete	gene96.t1	2193.4	1115
12845at5125	Complete	gene1007.t1	918.3	456
1284at5125	Complete	gene97.t1	1875.5	1048
12868at5125	Complete	gene1008.t1	939.6	504
12871at5125	Complete	gene1009.t1	1114.8	530
1287at5125	Complete	gene98.t1	1507.6	923
12884at5125	Complete	gene1010.t1	982.7	496
12920at5125	Missing
12934at5125	Complete	gene1011.t1	912.8	540
12935at5125	Complete	gene1012.t1	777.9	496
12958at5125	Complete	gene1013.t1	905.4	505
12960at5125	Complete	gene1014.t1	702.2	410
12971at5125	Missing
12981at5125	Complete	gene1015.t1	968.0	495
12991at5125	Complete	gene1016.t1	1041.2	500
1299at5125	Complete	gene99.t1	2203.9	1239
13019at5125	Complete	gene1017.t1	1057.8	522
13030at5125	Complete	gene1018.t1	853.7	502
13033at5125	Complete	gene1019.t1	802.8	532
13055at5125	Complete	gene1020.t1	793.9	397
13059at5125	Complete	gene1021.t1	965.2	553
1305at5125	Complete	gene100.t1	2010.7	1100
13061at5125	Complete	gene1022.t1	911.0	449
13063at5125	Complete	gene1023.t1	994.0	589
13064at5125	Complete	gene1024.t1	1040.8	594
13066at5125	Complete	gene1025.t1	671.7	495
13067at5125	Complete	gene1026.t1	917.0	556
1307at5125	Complete	gene101.t1	2220.5	1085
13089at5125	Complete	gene1027.t1	930.0	618
13100at5125	Complete	gene1028.t1	1076.3	568
13117at5125	Complete	gene1029.t1	870.3	495
13122at5125	Missing
13138at5125	Complete	gene1030.t1	814.4	454
13158at5125	Complete	gene1031.t1	717.3	541
13183at5125	Complete	gene1032.t1	1042.3	529
1318at5125	Complete	gene102.t1	2415.0	1228
13206at5125	Complete	gene1033.t1	1115.9	596
13209at5125	Complete	gene1034.t1	1116.2	585
13216at5125	Complete	gene1035.t1	990.7	511
13219at5125	Complete	gene1036.t1	794.2	418
13220at5125	Missing
13241at5125	Complete	gene1037.t1	956.9	479
13244at5125	Complete	gene1038.t1	605.5	447
13255at5125	Complete	gene1039.t1	1004.5	554
13290at5125	Complete	gene1040.t1	977.0	525
13297at5125	Complete	gene1041.t1	956.8	513
13299at5125	Complete	gene1042.t1	827.6	504
13300at5125	Complete	gene1043.t1	984.2	535
13302at5125	Complete	gene1044.t1	1146.1	590
13308at5125	Complete	gene1045.t1	840.5	548
1331at5125	Complete	gene103.t1	1588.1	1194
13328at5125	Complete	gene1046.t1	911.9	504
13339at5125	Missing
13372at5125	Complete	gene1047.t1	829.1	465
13381at5125	Complete	gene1048.t1	940.4	522
13399at5125	Complete	gene1049.t1	933.9	560
133at5125	Complete	gene5.t1	4435.6	2023
13405at5125	Complete	gene1050.t1	848.8	551
13416at5125	Complete	gene1051.t1	1270.5	618
1341at5125	Complete	gene104.t1	1809.4	1140
13421at5125	Complete	gene1052.t1	980.2	478
13430at5125	Complete	gene1053.t1	883.1	566
13450at5125	Complete	gene1054.t1	908.1	488
13461at5125	Missing
13473at5125	Complete	gene1055.t1	825.5	489
13485at5125	Missing
13511at5125	Complete	gene1056.t1	1021.6	480
13516at5125	Complete	gene1057.t1	1110.0	717
13543at5125	Complete	gene1058.t1	1023.0	503
13548at5125	Complete	gene1059.t1	794.3	496
13555at5125	Complete	gene1060.t1	890.7	628
13598at5125	Complete	gene1061.t1	995.4	446
13603at5125	Missing
13619at5125	Missing
1361at5125	Missing
13625at5125	Complete	gene1062.t1	861.6	508
1365at5125	Complete	gene105.t1	2189.6	1246
13664at5125	Missing
13666at5125	Missing
13691at5125	Complete	gene1063.t1	910.5	455
13703at5125	Complete	gene1064.t1	816.3	491
13708at5125	Complete	gene1065.t1	1040.9	521
1370at5125	Complete	gene106.t1	1738.5	1167
13710at5125	Complete	gene1066.t1	676.5	471
13711at5125	Complete	gene1067.t1	1024.9	480
13712at5125	Complete	gene1068.t1	870.0	471
13762at5125	Complete	gene1069.t1	682.2	426
1377at5125	Complete	gene107.t1	1426.0	862
13803at5125	Complete	gene1070.t1	944.9	487
13805at5125	Complete	gene1071.t1	861.9	506
13808at5125	Complete	gene1072.t1	802.7	467
13816at5125	Complete	gene1073.t1	932.7	612
13820at5125	Complete	gene1074.t1	1002.6	685
13824at5125	Complete	gene1075.t1	906.0	441
13829at5125	Complete	gene1076.t1	949.7	467
13845at5125	Missing
13873at5125	Complete	gene1077.t1	903.1	463
13898at5125	Complete	gene1078.t1	829.2	506
1393at5125	Complete	gene108.t1	2302.8	1213
13949at5125	Complete	gene1079.t1	745.5	403
13959at5125	Missing
13960at5125	Complete	gene1080.t1	882.9	423
13974at5125	Complete	gene1081.t1	513.5	358
13977at5125	Complete	gene1082.t1	990.2	489
13985at5125	Complete	gene1083.t1	836.0	535
13987at5125	Missing
13988at5125	Complete	gene1084.t1	1043.3	520
13998at5125	Complete	gene1085.t1	739.3	388
14000at5125	Complete	gene1086.t1	955.5	480
14002at5125	Complete	gene1087.t1	858.6	465
1400at5125	Complete	gene109.t1	2098.9	1396
14030at5125	Complete	gene1088.t1	935.1	473
14053at5125	Complete	gene1089.t1	947.9	491
14058at5125	Complete	gene1090.t1	924.5	500
14063at5125	Complete	gene1091.t1	840.8	493
14093at5125	Missing
14099at5125	Missing
1410at5125	Complete	gene110.t1	2284.0	1150
14140at5125	Complete	gene1092.t1	937.1	599
14152at5125	Complete	gene1093.t1	834.4	435
14158at5125	Complete	gene1094.t1	829.1	425
14165at5125	Missing
14169at5125	Complete	gene1095.t1	420.9	351
14183at5125	Complete	gene1096.t1	912.0	477
14194at5125	Complete	gene1097.t1	905.4	528
141at5125	Complete	gene6.t1	4282.9	2113
14213at5125	Complete	gene1098.t1	688.7	490
14217at5125	Complete	gene1099.t1	496.1	446
14243at5125	Complete	gene1100.t1	893.2	462
14278at5125	Complete	gene1101.t1	506.1	327
14281at5125	Complete	gene1102.t1	844.9	456
1428at5125	Complete	gene111.t1	2230.6	1168
142at5125	Missing
14313at5125	Missing
14319at5125	Complete	gene1103.t1	933.5	516
14334at5125	Complete	gene1104.t1	545.4	415
14337at5125	Complete	gene1105.t1	1123.9	681
14344at5125	Complete	gene1106.t1	813.2	436
14368at5125	Complete	gene1107.t1	758.1	558
14369at5125	Complete	gene1108.t1	1090.1	590
14370at5125	Missing
14373at5125	Complete	gene1109.t1	809.2	527
14388at5125	Complete	gene1110.t1	1031.2	489
14389at5125	Complete	gene1111.t1	947.0	474
1438at5125	Complete	gene112.t1	1936.0	1128
14401at5125	Complete	gene1112.t1	882.3	508
14403at5125	Complete	gene1113.t1	981.7	543
1440at5125	Complete	gene113.t1	1978.4	1099
14411at5125	Complete	gene1114.t1	781.9	740
14426at5125	Complete	gene1115.t1	930.7	463
14434at5125	Missing
14438at5125	Missing
14440at5125	Complete	gene1116.t1	625.1	309
14448at5125	Complete	gene1117.t1	999.3	559
14449at5125	Complete	gene1118.t1	967.4	577
1447at5125	Complete	gene114.t1	2213.2	1089
14490at5125	Missing
14507at5125	Complete	gene1119.t1	922.4	475
14514at5125	Complete	gene1120.t1	956.0	654
14516at5125	Complete	gene1121.t1	1131.8	817
1452at5125	Complete	gene115.t1	2358.5	1336
14536at5125	Complete	gene1122.t1	739.9	450
14562at5125	Complete	gene1123.t1	971.0	459
14592at5125	Complete	gene1124.t1	1096.0	589
14617at5125	Complete	gene1125.t1	515.5	425
14618at5125	Complete	gene1126.t1	945.3	500
14620at5125	Complete	gene1127.t1	954.5	542
1462at5125	Complete	gene116.t1	2221.2	1178
14632at5125	Missing
14639at5125	Complete	gene1128.t1	657.4	460
14671at5125	Complete	gene1129.t1	999.6	507
14679at5125	Complete	gene1130.t1	746.6	473
14726at5125	Complete	gene1131.t1	769.4	531
14736at5125	Complete	gene1132.t1	995.7	445
14737at5125	Complete	gene1133.t1	814.3	407
1473at5125	Missing
14748at5125	Missing
14763at5125	Complete	gene1134.t1	598.0	487
14797at5125	Complete	gene1135.t1	849.5	451
14810at5125	Complete	gene1136.t1	1012.7	575
14811at5125	Complete	gene1137.t1	781.3	526
14816at5125	Complete	gene1138.t1	854.0	662
14818at5125	Complete	gene1139.t1	781.5	463
1484at5125	Complete	gene117.t1	2581.8	1516
14852at5125	Complete	gene1140.t1	787.7	504
14858at5125	Missing
1485at5125	Complete	gene118.t1	1957.7	1287
14922at5125	Complete	gene1141.t1	951.5	463
14924at5125	Complete	gene1142.t1	752.9	439
14931at5125	Missing
14934at5125	Complete	gene1143.t1	767.5	473
15009at5125	Complete	gene1144.t1	773.9	458
1502at5125	Complete	gene119.t1	1958.7	1104
15062at5125	Complete	gene1145.t1	954.2	577
15063at5125	Complete	gene1146.t1	880.4	486
1508at5125	Complete	gene120.t1	1858.1	1018
15093at5125	Complete	gene1147.t1	855.4	504
15095at5125	Complete	gene1148.t1	815.4	494
15099at5125	Complete	gene1149.t1	870.4	533
1510at5125	Complete	gene121.t1	2282.7	1202
15118at5125	Complete	gene1150.t1	665.7	388
1511at5125	Complete	gene122.t1	1811.6	1214
15129at5125	Complete	gene1151.t1	679.7	394
15136at5125	Complete	gene1152.t1	686.0	507
15137at5125	Complete	gene1153.t1	872.9	474
15141at5125	Complete	gene1154.t1	806.6	563
15142at5125	Complete	gene1155.t1	910.9	636
15144at5125	Complete	gene1156.t1	742.4	562
15148at5125	Complete	gene1157.t1	765.1	514
1515at5125	Complete	gene123.t1	1708.1	1108
15168at5125	Complete	gene1158.t1	952.7	506
15175at5125	Missing
15188at5125	Complete	gene1159.t1	961.4	434
15212at5125	Missing
15219at5125	Complete	gene1160.t1	781.4	521
15220at5125	Complete	gene1161.t1	702.9	388
15255at5125	Missing
15277at5125	Complete	gene1162.t1	995.8	500
1528at5125	Complete	gene124.t1	2249.6	1221
15301at5125	Complete	gene1163.t1	863.6	444
15304at5125	Complete	gene1164.t1	980.2	491
15318at5125	Complete	gene1165.t1	868.7	596
1531at5125	Complete	gene125.t1	2087.5	1127
15369at5125	Complete	gene1166.t1	985.0	623
15387at5125	Complete	gene1167.t1	841.0	476
15392at5125	Complete	gene1168.t1	912.6	493
15397at5125	Complete	gene1169.t1	964.4	566
15401at5125	Complete	gene1170.t1	532.6	485
15412at5125	Complete	gene1171.t1	850.7	435
15413at5125	Complete	gene1172.t1	842.1	442
15432at5125	Complete	gene1173.t1	978.1	546
15448at5125	Complete	gene1174.t1	1013.6	481
15454at5125	Complete	gene1175.t1	931.4	400
15464at5125	Missing
15476at5125	Complete	gene1176.t1	756.4	427
15483at5125	Complete	gene1177.t1	1023.9	524
15491at5125	Complete	gene1178.t1	765.3	465
154at5125	Complete	gene7.t1	3992.3	2449
15516at5125	Complete	gene1179.t1	852.3	454
15558at5125	Complete	gene1180.t1	767.3	465
15565at5125	Missing
155at5125	Missing
15618at5125	Complete	gene1181.t1	835.3	470
15626at5125	Complete	gene1182.t1	766.8	482
15628at5125	Missing
15635at5125	Complete	gene1183.t1	993.1	512
15656at5125	Complete	gene1184.t1	896.3	429
15657at5125	Complete	gene1185.t1	918.2	447
1565at5125	Complete	gene126.t1	1965.1	948
1566at5125	Complete	gene127.t1	1965.6	1071
15674at5125	Complete	gene1186.t1	857.8	535
15676at5125	Complete	gene1187.t1	728.8	525
15682at5125	Complete	gene1188.t1	804.8	419
15691at5125	Complete	gene1189.t1	758.4	480
15707at5125	Missing
15719at5125	Missing
15727at5125	Complete	gene1190.t1	964.3	471
15737at5125	Complete	gene1191.t1	833.8	471
15743at5125	Complete	gene1192.t1	1127.2	674
15758at5125	Complete	gene1193.t1	909.3	447
15765at5125	Complete	gene1194.t1	875.0	498
15770at5125	Complete	gene1195.t1	742.0	411
15772at5125	Complete	gene1196.t1	694.6	407
15786at5125	Complete	gene1197.t1	1010.9	495
15789at5125	Complete	gene1198.t1	1005.7	494
15797at5125	Complete	gene1199.t1	802.7	479
15803at5125	Missing
1580at5125	Missing
15812at5125	Missing
15816at5125	Complete	gene1200.t1	809.2	511
15817at5125	Missing
15836at5125	Missing
15850at5125	Complete	gene1201.t1	816.3	425
15899at5125	Complete	gene1202.t1	1015.5	607
15903at5125	Complete	gene1203.t1	774.1	488
15909at5125	Complete	gene1204.t1	674.1	436
15937at5125	Complete	gene1205.t1	655.9	457
15939at5125	Complete	gene1206.t1	427.3	325
15955at5125	Complete	gene1207.t1	818.5	454
15960at5125	Complete	gene1208.t1	837.6	419
15972at5125	Complete	gene1209.t1	537.0	392
15973at5125	Complete	gene1210.t1	934.1	507
15976at5125	Complete	gene1211.t1	686.4	424
1597at5125	Complete	gene128.t1	1964.0	1080
15981at5125	Missing
16010at5125	Complete	gene1212.t1	942.7	448
16042at5125	Complete	gene1213.t1	928.3	448
16058at5125	Complete	gene1214.t1	850.6	469
1605at5125	Missing
16071at5125	Complete	gene1215.t1	730.8	469
16076at5125	Complete	gene1216.t1	625.2	388
16085at5125	Missing
16100at5125	Complete	gene1217.t1	1038.2	498
16122at5125	Missing
16123at5125	Complete	gene1218.t1	903.7	537
16124at5125	Complete	gene1219.t1	848.2	475
1612at5125	Complete	gene129.t1	2325.3	1307
1613at5125	Complete	gene130.t1	1569.5	974
16145at5125	Missing
16159at5125	Complete	gene1220.t1	875.0	441
16186at5125	Complete	gene1221.t1	911.8	544
1619at5125	Complete	gene131.t1	2094.4	1008
1620at5125	Complete	gene132.t1	2019.5	993
16230at5125	Complete	gene1222.t1	905.4	435
16243at5125	Complete	gene1223.t1	764.8	408
16248at5125	Complete	gene1224.t1	844.3	472
16254at5125	Complete	gene1225.t1	968.2	506
16267at5125	Complete	gene1226.t1	954.9	433
16269at5125	Complete	gene1227.t1	921.3	423
16289at5125	Complete	gene1228.t1	1002.6	704
1630at5125	Complete	gene133.t1	2176.8	1293
16330at5125	Complete	gene1229.t1	787.9	523
16348at5125	Complete	gene1230.t1	900.7	461
16349at5125	Complete	gene1231.t1	801.6	488
16350at5125	Missing
16359at5125	Missing
1635at5125	Complete	gene134.t1	2165.0	1042
16361at5125	Complete	gene1233.t1	653.1	410
16393at5125	Complete	gene1234.t1	929.2	462
16406at5125	Complete	gene1235.t1	861.3	653
16422at5125	Missing
16430at5125	Complete	gene1236.t1	875.7	426
16434at5125	Complete	gene1237.t1	538.8	470
1644at5125	Complete	gene135.t1	2329.7	1161
16471at5125	Complete	gene1238.t1	921.7	493
16481at5125	Complete	gene1239.t1	1052.6	500
16482at5125	Complete	gene1240.t1	791.1	453
16505at5125	Complete	gene1241.t1	905.0	464
16515at5125	Complete	gene1242.t1	958.3	479
16538at5125	Complete	gene1243.t1	612.0	410
16543at5125	Complete	gene1244.t1	660.3	440
16589at5125	Missing
16616at5125	Complete	gene1245.t1	855.0	437
16623at5125	Complete	gene1246.t1	744.4	397
16640at5125	Complete	gene1247.t1	763.3	526
16641at5125	Missing
16643at5125	Missing
16649at5125	Complete	gene1248.t1	912.7	547
16660at5125	Complete	gene1249.t1	863.6	415
16692at5125	Complete	gene1250.t1	957.3	538
16694at5125	Complete	gene1251.t1	754.9	477
16717at5125	Complete	gene1252.t1	1074.4	533
16718at5125	Complete	gene1253.t1	1020.5	480
16723at5125	Complete	gene1254.t1	767.8	615
16738at5125	Complete	gene1255.t1	647.0	316
16744at5125	Complete	gene1256.t1	910.6	440
16750at5125	Complete	gene1257.t1	826.8	462
16763at5125	Complete	gene1258.t1	918.5	425
16764at5125	Complete	gene1259.t1	870.5	467
1676at5125	Complete	gene136.t1	1484.5	1040
16783at5125	Missing
16794at5125	Complete	gene1260.t1	797.7	470
16797at5125	Complete	gene1261.t1	758.1	469
1679at5125	Complete	gene137.t1	2308.3	1070
16825at5125	Complete	gene1262.t1	821.8	407
16850at5125	Complete	gene1263.t1	961.9	691
16864at5125	Complete	gene1264.t1	867.4	425
16868at5125	Complete	gene1265.t1	744.0	458
16879at5125	Complete	gene1266.t1	1046.8	591
16883at5125	Complete	gene1267.t1	839.5	610
16893at5125	Missing
168at5125	Complete	gene8.t1	2995.0	1863
16941at5125	Complete	gene1268.t1	641.0	357
16952at5125	Complete	gene1269.t1	762.3	444
16977at5125	Complete	gene1270.t1	803.6	435
