#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH31                 -            427 FUN_004257-T1        -            802  5.9e-115  380.0   7.0   1   1    1e-117  7.3e-115  379.7   7.0     1   427   171   596   171   596 0.92 -
GH3                  -            216 FUN_004289-T1        -            251   2.6e-34  114.1   0.0   1   1     6e-37   4.2e-34  113.4   0.0     4   140    91   236    89   245 0.95 -
GH63                 -            570 FUN_004365-T1        -            813   3.3e-38  126.9   4.4   1   2   1.3e-06   0.00091   13.2   0.3   363   508   410   579   370   586 0.67 -
GH63                 -            570 FUN_004365-T1        -            813   3.3e-38  126.9   4.4   2   2   1.8e-37   1.2e-34  115.2   0.4   319   565   589   800   583   804 0.93 -
GH3                  -            216 FUN_004379-T1        -            880   8.4e-62  203.9   0.0   1   1     2e-64   1.4e-61  203.2   0.0     6   216    97   308    93   308 0.95 -
GT64                 -            248 FUN_004381-T1        -            342   9.9e-52  170.8   0.0   1   1   2.2e-54   1.5e-51  170.2   0.0     1   244    91   336    91   339 0.93 -
GT3                  -            637 FUN_004431-T1        -            704  1.2e-303 1003.9   0.0   1   1    2e-306  1.4e-303 1003.7   0.0     1   637    18   655    18   655 0.99 -
GH55                 -            740 FUN_004457-T1        -            762  6.1e-209  691.3   1.9   1   1    1e-211  7.3e-209  691.0   1.9     6   739    32   760    28   761 0.95 -
AA5                  -           1281 FUN_004459-T1        -           1100  2.4e-261  865.5 109.1   1   4     1e-45   2.4e-43  143.4  34.5    57   261     9   222     3   239 0.88 -
AA5                  -           1281 FUN_004459-T1        -           1100  2.4e-261  865.5 109.1   2   4   3.1e-23   7.3e-21   68.9  18.1    47   145   235   333   226   341 0.90 -
AA5                  -           1281 FUN_004459-T1        -           1100  2.4e-261  865.5 109.1   3   4   7.7e-46   1.8e-43  143.8  26.4    48   245   365   574   340   583 0.85 -
AA5                  -           1281 FUN_004459-T1        -           1100  2.4e-261  865.5 109.1   4   4  3.2e-161  7.4e-159  526.0   8.1   558  1038   589  1093   581  1099 0.94 -
AA5_1                -            563 FUN_004459-T1        -           1100  2.4e-146  483.5   0.2   1   4    0.0089       2.1    1.7   2.1    61    96    45    86    19    97 0.83 -
AA5_1                -            563 FUN_004459-T1        -           1100  2.4e-146  483.5   0.2   2   4     0.018       4.1    0.8   1.4    59    98   154   200   123   236 0.71 -
AA5_1                -            563 FUN_004459-T1        -           1100  2.4e-146  483.5   0.2   3   4     0.011       2.5    1.5   4.0    58    96   408   453   397   461 0.83 -
AA5_1                -            563 FUN_004459-T1        -           1100  2.4e-146  483.5   0.2   4   4    1e-148  2.4e-146  483.5   0.2     6   552   592  1092   588  1098 0.95 -
AA5_2                -            588 FUN_004459-T1        -           1100     2e-27   91.4   0.8   1   2   3.1e-05    0.0072   10.3   0.1   176   247   649   735   614   743 0.74 -
AA5_2                -            588 FUN_004459-T1        -           1100     2e-27   91.4   0.8   2   2   3.8e-26   8.8e-24   79.4   0.1   382   588   871  1079   840  1079 0.86 -
GH54                 -            316 FUN_004569-T1        -            509  2.3e-145  479.2  10.9   1   1  8.7e-148  3.1e-145  478.8  10.9     1   315    29   346    29   347 0.99 -
CBM42                -            136 FUN_004569-T1        -            509   3.7e-51  168.1   1.6   1   1   1.6e-53   5.5e-51  167.6   1.6     2   135   364   503   363   504 0.99 -
GH38                 -            269 FUN_004620-T1        -           1078   1.3e-85  282.6   0.1   1   1     3e-88   2.1e-85  281.9   0.1     2   256   283   541   282   562 0.93 -
#
# Program:         hmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/Epichloefestucae_ROSECITY/FunannotatePredict/annotate_misc/split_prots/chunk_8.fa
# Target file:     /home/zack/funannotate_db/dbCAN.hmm
# Option settings: hmmscan --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/Epichloefestucae_ROSECITY/FunannotatePredict/annotate_misc/split_prots/chunk_8.dbcan.txt -E 1e-15 --cpu 1 /home/zack/funannotate_db/dbCAN.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/Epichloefestucae_ROSECITY/FunannotatePredict/annotate_misc/split_prots/chunk_8.fa 
# Current dir:     /home/zack
# Date:            Sun Mar  3 14:03:59 2024
# [ok]
