#HMM_family	HMM_len	Query_ID	Query_len	E-value	HMM_start	HMM_end	Query_start	Query_end	Coverage
GH16	189	FUN_004773-T1	469	1.3e-22	49	176	79	297	0.671958
CBM24	76	FUN_004790-T1	870	2.6e-21	0	76	278	356	1.000000
AA3_1	548	FUN_004801-T1	744	6.5e-72	4	542	207	737	0.981752
AA3	618	FUN_004801-T1	744	8e-49	85	395	215	737	0.501618
AA3_2	568	FUN_004801-T1	744	7.1e-39	3	563	220	737	0.985915
AA3_3	590	FUN_004801-T1	744	9.3e-24	2	300	219	500	0.505085
GT22	389	FUN_004805-T1	517	1.9e-81	0	386	4	397	0.992288
AA7	458	FUN_004904-T1	590	1.1e-52	18	454	116	555	0.951965
CE1	227	FUN_004966-T1	285	3.9e-45	0	225	22	280	0.991189
GH16_22	216	FUN_004981-T1	399	1.3e-90	1	216	89	315	0.995370
GH16	189	FUN_004981-T1	399	1.9e-26	5	188	81	315	0.968254
GH16_23	192	FUN_004981-T1	399	1.9e-20	16	190	137	314	0.906250
GH30_5	456	FUN_005049-T1	477	3.9e-137	0	456	23	468	1.000000
GH30	417	FUN_005049-T1	477	1.8e-55	9	416	16	470	0.976019
GH30_4	484	FUN_005049-T1	477	1.8e-36	1	430	22	406	0.886364
GH3	216	FUN_005053-T1	833	8.8e-61	2	216	46	268	0.990741
GH62	278	FUN_005062-T1	341	8.7e-103	1	277	26	305	0.992806
GT90	250	FUN_005065-T1	527	7.9e-61	11	247	265	525	0.944000
GH55	740	FUN_005086-T1	886	0.0	8	739	142	883	0.987838
CE4	130	FUN_005106-T1	334	2.7e-32	5	126	117	250	0.930769
AA7	458	FUN_005108-T1	515	1.1e-85	6	212	63	274	0.449782
GH32	293	FUN_005197-T1	566	3e-88	0	285	47	356	0.972696
GT2_Chitin_synth_1	163	FUN_005198-T1	993	1.2e-78	0	163	308	471	1.000000
GT2_Chitin_synth_2	527	FUN_005198-T1	993	2.7e-25	203	411	448	661	0.394687
GH125	402	FUN_005213-T1	477	8.6e-157	0	334	2	371	0.830846
GT62	268	FUN_005233-T1	332	1.8e-110	40	268	0	226	0.850746
GH18	296	FUN_002921-T1	307	2.1e-48	2	281	1	289	0.942568
AA4	522	FUN_003070-T1	605	2.3e-19	8	192	129	313	0.352490
GH35	307	FUN_003093-T1	1017	3.1e-81	0	303	52	376	0.986971
GH152	216	FUN_003109-T1	397	2.3e-67	0	216	61	328	1.000000
AA7	458	FUN_003169-T1	517	5.5e-26	4	182	27	204	0.388646
GH18	296	FUN_003178-T1	458	4.2e-58	3	285	56	413	0.952703
GH31	427	FUN_003196-T1	969	1.3e-146	1	426	371	819	0.995316
GH18	296	FUN_003200-T1	338	8.5e-19	24	198	33	231	0.587838
GT21	233	FUN_003231-T1	561	3.6e-88	0	233	75	390	1.000000
GH18	296	FUN_003269-T1	1102	5.2e-74	1	289	80	430	0.972973
GH16_1	229	FUN_003277-T1	363	4.4e-85	1	228	107	340	0.991266
GH16	189	FUN_003277-T1	363	1.7e-18	36	176	117	340	0.740741
GH47	446	FUN_003309-T1	579	6.8e-155	0	446	111	575	1.000000
GH128	224	FUN_003324-T1	321	6.8e-62	5	224	43	281	0.977679
GH13_40	359	FUN_003351-T1	572	4.7e-169	0	359	33	385	1.000000
GH13_31	349	FUN_003351-T1	572	2.4e-146	0	349	33	385	1.000000
GH13_29	344	FUN_003351-T1	572	2.7e-130	0	343	32	384	0.997093
GH13_23	344	FUN_003351-T1	572	5.2e-113	0	342	33	384	0.994186
GH13_17	350	FUN_003351-T1	572	6.3e-87	0	349	33	384	0.997143
GH13_30	365	FUN_003351-T1	572	3.4e-83	0	363	33	382	0.994521
GH13_36	314	FUN_003351-T1	572	1.9e-80	0	313	33	384	0.996815
GH13	299	FUN_003351-T1	572	7.4e-80	12	292	33	385	0.936455
GH13_16	353	FUN_003351-T1	572	1.7e-73	0	243	33	293	0.688385
GH13_35	351	FUN_003351-T1	572	1e-66	0	189	33	224	0.538462
GH13_21	308	FUN_003351-T1	572	4.2e-62	0	306	33	384	0.993506
GH13_20	300	FUN_003351-T1	572	9e-54	0	296	33	384	0.986667
GH13_4	400	FUN_003351-T1	572	8.4e-44	1	189	33	220	0.470000
GH13_2	310	FUN_003351-T1	572	6e-37	1	307	33	379	0.987097
GH13_1	306	FUN_003351-T1	572	1.8e-35	1	299	33	383	0.973856
GH13_14	289	FUN_003351-T1	572	2.1e-33	1	289	43	379	0.996540
GH13_39	316	FUN_003351-T1	572	1.6e-32	0	168	33	218	0.531646
GH13_41	294	FUN_003351-T1	572	2.2e-27	0	162	33	217	0.551020
GH13_18	343	FUN_003351-T1	572	1.9e-26	2	217	52	291	0.626822
GH13_10	313	FUN_003351-T1	572	1.2e-21	4	148	33	219	0.460064
GH13_37	320	FUN_003351-T1	572	7.4e-21	7	320	32	381	0.978125
GH13_32	269	FUN_003351-T1	572	1.4e-18	0	157	49	219	0.583643
GH13_3	210	FUN_003351-T1	572	7.5e-18	2	147	40	211	0.690476
GT22	389	FUN_003353-T1	582	4.1e-76	10	361	22	430	0.902314
GH15	361	FUN_003472-T1	671	1.4e-73	1	360	285	655	0.994460
GH18	296	FUN_003478-T1	552	1.3e-73	2	288	163	519	0.966216
GT15	273	FUN_001165-T1	436	7.1e-126	0	272	112	383	0.996337
GT58	364	FUN_001174-T1	433	2.5e-144	2	364	32	396	0.994505
GT22	389	FUN_001223-T1	602	9.5e-98	1	389	35	468	0.997429
GT35	674	FUN_001265-T1	886	2.2e-277	1	674	163	879	0.998516
GT33	425	FUN_001277-T1	473	1.2e-142	1	423	49	464	0.992941
GH76	358	FUN_001300-T1	478	4.5e-89	9	349	25	398	0.949721
GH132	303	FUN_001417-T1	505	6.7e-84	45	302	51	315	0.848185
GH16_3	230	FUN_001465-T1	335	6.9e-52	2	230	61	331	0.991304
GH16	189	FUN_001465-T1	335	4e-37	3	189	61	331	0.984127
GH76	358	FUN_001494-T1	402	2e-85	15	346	29	389	0.924581
GH16_1	229	FUN_001500-T1	832	6.8e-85	10	228	52	279	0.951965
AA9	220	FUN_001559-T1	318	2.7e-42	55	219	0	171	0.745455
GT2_Glycos_transf_2	170	FUN_001567-T1	414	9.8e-23	0	106	117	259	0.623529
GH76	358	FUN_001631-T1	1070	1.5e-55	30	328	79	504	0.832402
GH125	402	FUN_001641-T1	529	2.4e-126	0	402	94	505	1.000000
GH2	752	FUN_001649-T1	836	3.2e-98	27	562	4	732	0.711436
GT20	475	FUN_003530-T1	607	1.5e-135	15	473	64	572	0.964211
GH74	233	FUN_003622-T1	1515	1.7e-29	29	114	42	122	0.364807
GH47	446	FUN_003625-T1	698	1.1e-164	0	446	167	661	1.000000
GT39	223	FUN_003630-T1	765	9.1e-71	1	223	57	302	0.995516
GT69	239	FUN_003631-T1	413	3.3e-83	0	238	62	317	0.995816
CE3	194	FUN_003634-T1	257	2.9e-60	0	194	44	239	1.000000
CE4	130	FUN_003670-T1	247	5.7e-26	3	129	45	177	0.969231
GT2_Chitin_synth_2	527	FUN_003695-T1	1230	3.8e-292	2	527	669	1193	0.996205
GH132	303	FUN_003778-T1	440	3.5e-96	29	302	153	438	0.900990
CE5	189	FUN_003845-T1	303	5.6e-41	5	188	34	229	0.968254
GT2_Glycos_transf_2	170	FUN_003875-T1	243	2.4e-36	0	169	11	181	0.994118
GH89	663	FUN_003879-T1	771	8.5e-190	1	661	72	760	0.995475
GH18	296	FUN_003939-T1	1724	4.9e-75	1	284	182	535	0.956081
GH16_18	158	FUN_003985-T1	542	2e-67	1	158	66	222	0.993671
GH16_19	174	FUN_003985-T1	542	1.1e-44	10	174	66	225	0.942529
GH16_21	206	FUN_003985-T1	542	1.1e-23	37	183	59	208	0.708738
GH16	189	FUN_003985-T1	542	9.5e-23	6	176	46	218	0.899471
GT8	257	FUN_003986-T1	360	6.6e-23	36	235	89	319	0.774319
GH12	156	FUN_003987-T1	326	7.2e-25	16	155	175	322	0.891026
GT2_Glyco_trans_2_3	197	FUN_003988-T1	794	1.4e-19	4	176	372	555	0.873096
GT2_Glyco_tranf_2_3	230	FUN_003988-T1	794	3.1e-19	1	229	272	506	0.991304
GH16_18	158	FUN_004040-T1	380	8.4e-66	1	158	68	223	0.993671
GH16_19	174	FUN_004040-T1	380	3.5e-45	8	174	66	226	0.954023
GH16	189	FUN_004040-T1	380	3e-24	52	176	80	219	0.656085
GH16_21	206	FUN_004040-T1	380	3.2e-23	19	187	40	213	0.815534
GH16_27	138	FUN_004040-T1	380	1.5e-19	35	133	109	210	0.710145
GH92	491	FUN_004044-T1	797	1.7e-150	2	490	252	779	0.993890
GH5_15	300	FUN_004071-T1	429	1.7e-117	2	299	97	400	0.990000
GH5_9	303	FUN_004071-T1	429	2.1e-40	0	231	105	354	0.762376
GH5	275	FUN_004071-T1	429	6.3e-32	23	251	101	408	0.829091
GH5_50	283	FUN_004071-T1	429	1.9e-29	1	281	104	392	0.989399
GH5_49	293	FUN_004071-T1	429	5.8e-24	0	290	102	394	0.989761
GH5_14	277	FUN_004071-T1	429	1.4e-22	3	275	104	398	0.981949
GH5_46	257	FUN_004071-T1	429	6.1e-20	4	165	101	272	0.626459
GH5_22	286	FUN_004071-T1	429	1.3e-19	3	284	87	390	0.982517
GH5_47	220	FUN_004071-T1	429	2.9e-18	15	141	104	237	0.572727
GH55	740	FUN_000008-T1	1259	6e-240	5	723	126	865	0.970270
CBM66	155	FUN_000011-T1	724	1.3e-89	1	154	223	379	0.987097
GH18	296	FUN_000016-T1	732	1.6e-33	4	277	12	287	0.922297
GH28	325	FUN_000024-T1	376	8.6e-72	7	312	41	365	0.938462
GH128	224	FUN_000078-T1	357	4.6e-60	6	224	134	354	0.973214
GT39	223	FUN_000120-T1	741	1.1e-73	1	223	64	303	0.995516
GH16_18	158	FUN_000167-T1	373	3.1e-43	1	158	110	266	0.993671
GH16_19	174	FUN_000167-T1	373	1.4e-35	11	172	111	267	0.925287
GH16_21	206	FUN_000167-T1	373	5.1e-18	8	187	72	257	0.868932
GT34	246	FUN_000185-T1	313	2.2e-77	1	243	65	293	0.983740
GH13_9	301	FUN_000267-T1	704	7e-62	0	273	224	502	0.906977
GH13_10	313	FUN_000267-T1	704	7.9e-33	5	144	214	362	0.444089
GH13	299	FUN_000267-T1	704	8.5e-27	19	281	221	513	0.876254
GH13_11	351	FUN_000267-T1	704	1.4e-22	2	173	214	365	0.487179
GH13_14	289	FUN_000267-T1	704	2.6e-20	1	151	224	359	0.519031
GH13_13	361	FUN_000267-T1	704	2.1e-18	52	181	240	360	0.357341
CE16	267	FUN_000294-T1	345	3.9e-66	0	266	30	330	0.996255
GT2_Glyco_tranf_2_3	230	FUN_000314-T1	335	2.4e-19	1	173	47	213	0.747826
GH109	399	FUN_000316-T1	393	7e-18	5	173	8	179	0.421053
GT48	739	FUN_000393-T1	1938	0.0	0	733	855	1635	0.991881
GT24	248	FUN_000400-T1	1468	3.8e-134	0	248	1158	1406	1.000000
GH18	296	FUN_000508-T1	304	1.6e-38	69	211	8	188	0.479730
GH16_19	174	FUN_000511-T1	441	2.1e-78	5	174	100	268	0.971264
GH16_18	158	FUN_000511-T1	441	5.7e-46	5	158	109	265	0.968354
GH16_21	206	FUN_000511-T1	441	4.4e-24	57	193	120	261	0.660194
GH16	189	FUN_000511-T1	441	1.2e-22	51	185	116	262	0.708995
GH16_27	138	FUN_000511-T1	441	3.8e-21	7	133	124	252	0.913043
GH16_20	162	FUN_000511-T1	441	2.5e-19	6	158	109	260	0.938272
AA7	458	FUN_000542-T1	425	5.7e-55	35	200	5	170	0.360262
AA3_2	568	FUN_001786-T1	641	4.4e-98	1	567	25	638	0.996479
AA3	618	FUN_001786-T1	641	3e-78	86	401	23	640	0.509709
GH5_5	282	FUN_001814-T1	393	7.7e-82	6	281	1	287	0.975177
GH5	275	FUN_001814-T1	393	9.8e-32	39	237	37	286	0.720000
GH5_25	262	FUN_001814-T1	393	1.8e-18	14	150	38	176	0.519084
GH5_4	276	FUN_001814-T1	393	9e-18	12	223	33	231	0.764493
AA7	458	FUN_001842-T1	517	9.7e-48	13	195	38	231	0.397380
GH3	216	FUN_001873-T1	876	7.2e-62	2	215	184	434	0.986111
AA5_2	588	FUN_001886-T1	674	2.9e-240	2	587	65	671	0.994898
AA5	1281	FUN_001886-T1	674	6.4e-156	520	1023	102	671	0.392662
CBM32	124	FUN_001886-T1	674	7e-21	14	123	63	182	0.879032
GT90	250	FUN_001944-T1	321	7.9e-71	2	243	52	315	0.964000
GT20	475	FUN_001967-T1	948	4.8e-155	32	475	161	615	0.932632
GH15	361	FUN_002037-T1	629	1.1e-73	10	359	95	497	0.966759
CBM20	90	FUN_002037-T1	629	5.6e-25	2	84	530	615	0.911111
GH64	367	FUN_002130-T1	375	6e-112	3	367	4	370	0.991826
GH16_23	192	FUN_002132-T1	352	1.9e-80	9	192	76	260	0.953125
GH16	189	FUN_002132-T1	352	6.1e-23	5	189	21	260	0.973545
GH16_21	206	FUN_002132-T1	352	3.1e-22	35	183	79	237	0.718447
GT8	257	FUN_002200-T1	727	1.1e-41	26	253	8	224	0.883268
GH29	346	FUN_002217-T1	268	3.1e-25	72	239	58	246	0.482659
GT59	404	FUN_002323-T1	622	4.9e-102	1	184	58	257	0.452970
GH133	372	FUN_002347-T1	1555	2.5e-155	4	371	1082	1542	0.986559
GH47	446	FUN_002397-T1	1045	5.2e-141	0	444	34	576	0.995516
GH16_18	158	FUN_002427-T1	385	4e-62	3	158	71	224	0.981013
GH16_19	174	FUN_002427-T1	385	1.2e-46	13	174	72	227	0.925287
GH16_21	206	FUN_002427-T1	385	2.9e-24	56	183	83	210	0.616505
GH16	189	FUN_002427-T1	385	2.4e-22	54	176	83	220	0.645503
GH16_27	138	FUN_002427-T1	385	8.1e-18	40	133	115	211	0.673913
GH76	358	FUN_002479-T1	365	1e-74	16	329	29	349	0.874302
GH37	491	FUN_002494-T1	672	9.8e-157	1	489	51	626	0.993890
AA7	458	FUN_002591-T1	503	7.5e-55	11	218	61	268	0.451965
CE5	189	FUN_002609-T1	246	4.7e-41	0	188	60	238	0.994709
CE8	288	FUN_002622-T1	337	1.6e-73	8	274	34	307	0.923611
AA7	458	FUN_002645-T1	1192	1.5e-41	10	199	326	539	0.412664
GH92	491	FUN_002666-T1	798	2.3e-163	3	490	265	774	0.991853
AA11	191	FUN_002683-T1	235	1.1e-63	0	189	17	226	0.989529
GT1	382	FUN_002690-T1	1458	2.1e-52	5	378	971	1387	0.976440
AA3_2	568	FUN_002699-T1	656	1.1e-102	1	567	28	649	0.996479
AA3	618	FUN_002699-T1	656	2e-81	85	400	25	650	0.509709
GT20	475	FUN_002710-T1	890	3.7e-154	8	473	16	564	0.978947
CE1	227	FUN_002793-T1	302	6.9e-25	2	143	47	217	0.621145
GT57	481	FUN_002810-T1	504	1.2e-175	2	479	15	496	0.991684
AA6	195	FUN_002869-T1	208	1.3e-83	0	195	6	204	1.000000
GT90	250	FUN_002877-T1	841	4.4e-44	2	248	532	815	0.984000
GT22	389	FUN_005847-T1	615	5.2e-107	4	388	21	482	0.987147
GT32	90	FUN_005970-T1	306	3.5e-22	2	89	53	137	0.966667
GH72	312	FUN_005980-T1	506	3.7e-117	25	310	0	289	0.913462
CBM43	83	FUN_005980-T1	506	6.1e-18	0	82	339	425	0.987952
GH20	337	FUN_005998-T1	636	6.8e-93	5	336	201	579	0.982196
AA2	255	FUN_006003-T1	738	5.6e-40	16	114	79	178	0.384314
GH16_3	230	FUN_006008-T1	311	2.6e-41	4	214	56	270	0.913043
GH16	189	FUN_006008-T1	311	1.6e-29	7	182	60	278	0.925926
GH16_5	238	FUN_006008-T1	311	9.3e-22	48	221	87	269	0.726891
CE4	130	FUN_006011-T1	256	1.6e-32	9	125	38	164	0.892308
GH33	342	FUN_006023-T1	522	1.3e-30	14	297	78	391	0.827485
GH17	311	FUN_006214-T1	714	1.9e-32	9	306	431	701	0.954984
GH47	446	FUN_006249-T1	520	2.1e-132	1	446	47	518	0.997758
AA3_2	568	FUN_006264-T1	619	1.1e-186	1	568	17	606	0.998239
AA3	618	FUN_006264-T1	619	1e-91	85	404	14	610	0.516181
AA3_3	590	FUN_006264-T1	619	2e-87	2	429	18	465	0.723729
GH13_1	306	FUN_006281-T1	462	1.7e-107	0	306	56	349	1.000000
GH13	299	FUN_006281-T1	462	8e-58	12	297	57	349	0.953177
GH13_2	310	FUN_006281-T1	462	2.3e-51	0	308	56	339	0.993548
GH13_41	294	FUN_006281-T1	462	4.9e-45	0	292	57	343	0.993197
GH13_20	300	FUN_006281-T1	462	1.7e-43	0	300	57	347	1.000000
GH13_12	284	FUN_006281-T1	462	8.9e-34	0	282	57	340	0.992958
GH13_14	289	FUN_006281-T1	462	9.5e-32	0	289	66	338	1.000000
GH13_21	308	FUN_006281-T1	462	1.3e-29	0	306	57	343	0.993506
GH13_6	289	FUN_006281-T1	462	2.9e-29	1	289	67	334	0.996540
GH13_39	316	FUN_006281-T1	462	5.5e-28	0	315	57	347	0.996835
GH13_10	313	FUN_006281-T1	462	8.5e-26	4	147	57	222	0.456869
GH13_32	269	FUN_006281-T1	462	1.6e-25	0	247	73	311	0.918216
GH13_7	289	FUN_006281-T1	462	1.8e-24	1	286	66	335	0.986159
GH13_37	320	FUN_006281-T1	462	6.2e-23	8	169	57	230	0.503125
GH13_28	266	FUN_006281-T1	462	2.5e-22	0	214	57	255	0.804511
GT39	223	FUN_006311-T1	933	2.6e-71	1	223	51	297	0.995516
GT20	475	FUN_006350-T1	516	5.2e-204	9	475	13	481	0.981053
GH18	296	FUN_000623-T1	393	4.8e-84	2	283	5	353	0.949324
GH72	312	FUN_000640-T1	542	1.2e-129	2	311	19	336	0.990385
GH28	325	FUN_000659-T1	446	1.1e-58	15	323	81	433	0.947692
GH64	367	FUN_000672-T1	450	3.3e-93	3	365	72	444	0.986376
GT15	273	FUN_000730-T1	486	1e-106	0	272	118	405	0.996337
GH162	484	FUN_000787-T1	534	1.2e-202	1	484	41	532	0.997934
GH1	429	FUN_000789-T1	445	8.7e-141	2	389	4	439	0.902098
GT61	119	FUN_000877-T1	478	6.8e-30	3	119	287	408	0.974790
GH81	622	FUN_000934-T1	1126	7e-217	8	622	421	1100	0.987138
GH115	697	FUN_000937-T1	959	7.2e-205	12	697	19	917	0.982783
CE9	373	FUN_000963-T1	444	1.8e-115	0	363	19	411	0.973190
GH3	216	FUN_000964-T1	951	2.4e-49	6	215	84	312	0.967593
GT109	411	FUN_000965-T1	430	4.8e-150	7	410	14	427	0.980535
GH18	296	FUN_000968-T1	249	4.9e-38	25	157	6	183	0.445946
GH5_9	303	FUN_000981-T1	691	4.3e-106	0	303	324	648	1.000000
GH5_45	299	FUN_000981-T1	691	2.8e-35	1	242	322	560	0.806020
GH5_14	277	FUN_000981-T1	691	1.3e-34	1	232	321	559	0.833935
GH5	275	FUN_000981-T1	691	4.8e-31	26	275	323	650	0.905455
GH5_44	302	FUN_000981-T1	691	2e-30	1	121	325	455	0.397351
GH5_50	283	FUN_000981-T1	691	1.1e-27	0	226	322	547	0.798587
GH5_15	300	FUN_000981-T1	691	2.2e-23	4	248	318	564	0.813333
GH5_54	263	FUN_000981-T1	691	4.9e-22	3	209	312	527	0.783270
GH5_46	257	FUN_000981-T1	691	4.6e-21	8	212	323	526	0.793774
GH5_22	286	FUN_000981-T1	691	1.3e-19	3	215	310	528	0.741259
GH5_49	293	FUN_000981-T1	691	3.3e-18	1	220	322	533	0.747440
GH125	402	FUN_000992-T1	515	5e-159	0	402	71	500	1.000000
GH18	296	FUN_001116-T1	1868	2.1e-69	2	286	219	567	0.959459
