# BUSCO version is: 2.0 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2020-08-05, number of species: 50, number of BUSCOs: 4494)
# To reproduce this run: python /home/zack/miniconda3/envs/funannotate/lib/python3.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/GENOMES/Epichloefestucae_ROSECITY/FunannotatePredict/predict_misc/genome.softmasked.fa -o epichloe_festucae_rosecity -l /home/zack/funannotate_db/hypocreales_odb10/ -m genome -c 12 -sp anidulans
#
# Busco id	Status	Contig	Start	End	Score	Length
10960at5125	Complete	scaffold_7	541857	544365	880.1	603
10999at5125	Complete	scaffold_2	1629995	1632458	1077.6	630
11007at5125	Complete	scaffold_7	348833	351531	984.0	760
11010at5125	Complete	scaffold_1	3500848	3503055	886.5	555
11017at5125	Complete	scaffold_4	2296515	2307655	350.4	628
11019at5125	Complete	scaffold_7	1812060	1816727	805.1	1159
1101at5125	Complete	scaffold_4	1516803	1521639	2792.4	1449
11029at5125	Complete	scaffold_2	730437	732715	977.1	559
11036at5125	Complete	scaffold_10	923749	925940	940.7	572
11039at5125	Complete	scaffold_15	404115	406151	501.6	556
1103at5125	Complete	scaffold_4	1175183	1180300	2463.9	1452
11041at5125	Complete	scaffold_11	1043536	1046671	1130.0	567
11048at5125	Complete	scaffold_2	3419104	3420858	878.7	482
11086at5125	Missing
11105at5125	Complete	scaffold_2	1792375	1794507	1253.1	592
11116at5125	Complete	scaffold_8	1082081	1084188	1009.1	527
11131at5125	Complete	scaffold_3	1868808	1871367	1005.5	534
11148at5125	Complete	scaffold_8	193820	195625	892.4	469
11162at5125	Complete	scaffold_9	950224	952924	771.3	516
11163at5125	Complete	scaffold_3	701423	703725	933.9	591
11172at5125	Complete	scaffold_6	1960635	1962748	958.4	519
11177at5125	Complete	scaffold_5	2573334	2577133	681.7	393
11247at5125	Complete	scaffold_11	962785	966198	788.6	703
11253at5125	Complete	scaffold_1	3197490	3199260	1042.2	484
11279at5125	Complete	scaffold_8	742692	746040	652.4	532
1128at5125	Missing
11307at5125	Complete	scaffold_1	2249661	2252012	641.7	367
1130at5125	Complete	scaffold_3	1050563	1055231	2245.9	1203
11316at5125	Complete	scaffold_4	2340813	2343648	855.0	663
11320at5125	Missing
11326at5125	Complete	scaffold_7	785260	788882	982.8	756
11338at5125	Complete	scaffold_1	1035963	1038366	1031.5	512
11342at5125	Duplicated	scaffold_13	352647	354602	804.9	477
11342at5125	Duplicated	scaffold_3	595439	597318	724.3	478
11358at5125	Missing
11365at5125	Complete	scaffold_2	1170187	1172190	565.3	294
11367at5125	Complete	scaffold_2	388745	390718	1231.0	576
11369at5125	Complete	scaffold_11	1179337	1181327	1052.8	539
11382at5125	Complete	scaffold_5	1532273	1534550	972.3	581
11383at5125	Complete	scaffold_7	1473668	1475746	945.5	522
11392at5125	Complete	scaffold_2	1363657	1366342	921.6	499
11423at5125	Complete	scaffold_1	3166169	3168147	1163.7	560
11431at5125	Complete	scaffold_7	1877341	1879485	384.8	443
11443at5125	Complete	scaffold_15	463657	465592	997.6	497
11454at5125	Complete	scaffold_7	1014006	1018043	996.1	548
11461at5125	Complete	scaffold_1	1910997	1913139	657.1	464
11467at5125	Complete	scaffold_1	2569123	2571054	766.3	558
11471at5125	Complete	scaffold_3	354984	358510	1084.6	698
11477at5125	Complete	scaffold_3	1015690	1018188	1132.1	551
1147at5125	Complete	scaffold_6	2283201	2288798	2236.0	1304
11481at5125	Missing
11498at5125	Complete	scaffold_3	2999013	3001963	905.1	634
11513at5125	Missing
11517at5125	Complete	scaffold_13	182193	184320	1027.0	522
11525at5125	Complete	scaffold_7	669724	672433	746.7	610
11536at5125	Complete	scaffold_2	1973111	1975078	787.1	475
11537at5125	Complete	scaffold_1	3103545	3105920	869.6	457
11604at5125	Complete	scaffold_7	1771441	1775570	1165.8	598
11608at5125	Complete	scaffold_2	2083666	2088153	901.8	570
11622at5125	Complete	scaffold_1	1590589	1592787	739.9	542
11669at5125	Complete	scaffold_1	635804	637704	878.2	491
11700at5125	Complete	scaffold_8	1563905	1566573	911.2	555
11704at5125	Complete	scaffold_7	1502587	1505076	794.2	551
11707at5125	Complete	scaffold_2	1805626	1808169	556.8	704
11752at5125	Complete	scaffold_4	686217	688630	996.1	540
11758at5125	Complete	scaffold_5	691301	694250	1147.4	632
11795at5125	Complete	scaffold_3	1365968	1369076	928.7	574
1179at5125	Complete	scaffold_3	3150449	3155923	2188.7	1416
11807at5125	Complete	scaffold_7	608412	610739	1025.0	569
11809at5125	Missing
11812at5125	Complete	scaffold_1	527396	529823	1012.9	602
1181at5125	Complete	scaffold_7	170054	175294	2464.1	1246
1182at5125	Complete	scaffold_3	3074398	3079319	2050.2	1342
1187at5125	Complete	scaffold_6	1441552	1446087	2478.7	1147
11888at5125	Complete	scaffold_7	1768172	1770590	1124.0	618
11898at5125	Complete	scaffold_8	148992	151103	1019.0	529
11902at5125	Complete	scaffold_1	3748143	3750524	913.1	528
11908at5125	Complete	scaffold_7	751433	758227	874.1	561
11937at5125	Complete	scaffold_4	911589	914413	845.9	442
11947at5125	Complete	scaffold_8	800345	803569	531.5	694
11953at5125	Complete	scaffold_9	393328	395324	797.7	493
11955at5125	Complete	scaffold_13	203891	206417	859.2	520
11960at5125	Complete	scaffold_3	2432314	2434264	944.0	490
11961at5125	Complete	scaffold_4	1247962	1249915	1070.7	503
11969at5125	Complete	scaffold_4	1313816	1316362	1060.3	536
11971at5125	Missing
1198at5125	Complete	scaffold_4	2013226	2018600	1988.3	1343
11992at5125	Missing
11997at5125	Complete	scaffold_2	1415826	1417745	920.4	521
12010at5125	Complete	scaffold_5	338786	341550	528.1	404
12046at5125	Complete	scaffold_1	3808097	3811174	1155.7	840
12091at5125	Complete	scaffold_13	543142	545706	1062.0	652
12092at5125	Complete	scaffold_1	4112481	4115091	808.5	440
1210at5125	Complete	scaffold_4	1984536	1989044	2019.7	1136
12112at5125	Complete	scaffold_6	935204	937597	1182.2	641
12153at5125	Complete	scaffold_3	1175018	1177127	896.1	454
12154at5125	Complete	scaffold_4	2697083	2699413	1055.3	502
12162at5125	Complete	scaffold_3	2174560	2176285	711.7	430
12169at5125	Missing
12190at5125	Complete	scaffold_1	553849	555874	1026.6	547
12196at5125	Complete	scaffold_2	2656850	2659261	1129.1	643
12199at5125	Complete	scaffold_8	1019137	1021040	882.9	514
12207at5125	Complete	scaffold_2	1337222	1339885	703.4	643
1220at5125	Missing
12220at5125	Complete	scaffold_11	1010995	1013055	978.7	462
12239at5125	Complete	scaffold_2	1753073	1755250	1094.0	559
1224at5125	Complete	scaffold_7	1096787	1101543	2261.8	1184
1225at5125	Complete	scaffold_2	3351596	3356011	2341.4	1281
12271at5125	Complete	scaffold_7	1385052	1387353	1079.9	568
12295at5125	Duplicated	scaffold_11	344483	346319	867.0	462
12295at5125	Duplicated	scaffold_4	2534911	2536797	1008.0	474
12301at5125	Complete	scaffold_7	770239	772255	914.5	482
12311at5125	Complete	scaffold_3	1791239	1792976	963.2	483
12321at5125	Complete	scaffold_7	385835	392728	1131.2	691
12325at5125	Complete	scaffold_2	604577	607002	777.5	529
12360at5125	Complete	scaffold_7	1899782	1903434	953.9	635
12363at5125	Complete	scaffold_12	812552	815135	801.7	548
12395at5125	Complete	scaffold_1	753114	756093	782.2	465
12396at5125	Complete	scaffold_4	1531068	1533032	811.0	444
12398at5125	Complete	scaffold_5	522208	525088	622.4	567
12400at5125	Complete	scaffold_10	968127	970179	986.0	532
1240at5125	Complete	scaffold_9	1236014	1241338	1370.8	1098
12416at5125	Missing
12437at5125	Complete	scaffold_14	165249	167694	698.2	509
12438at5125	Complete	scaffold_6	695949	697742	862.7	459
12441at5125	Complete	scaffold_3	1033098	1035977	967.2	602
12460at5125	Complete	scaffold_1	785190	786935	786.2	419
12464at5125	Complete	scaffold_1	1736572	1738694	1097.5	593
12479at5125	Missing
12491at5125	Complete	scaffold_10	383557	386564	827.0	492
12515at5125	Complete	scaffold_9	1038990	1042115	575.1	410
12522at5125	Missing
12543at5125	Missing
12559at5125	Duplicated	scaffold_12	12867	14843	923.1	472
12559at5125	Duplicated	scaffold_5	440923	443118	1060.7	498
1255at5125	Complete	scaffold_7	1296585	1300709	2517.4	1366
12560at5125	Complete	scaffold_5	286045	288357	876.3	567
12567at5125	Complete	scaffold_3	276874	279113	903.7	587
12650at5125	Complete	scaffold_1	1666778	1669128	649.2	335
12665at5125	Complete	scaffold_10	974410	976254	477.8	380
12666at5125	Complete	scaffold_7	273067	276252	1047.1	500
12677at5125	Complete	scaffold_16	212014	213947	738.1	478
12687at5125	Missing
12690at5125	Complete	scaffold_1	4106738	4111304	1104.3	555
12694at5125	Complete	scaffold_4	226582	229044	1111.0	594
12749at5125	Complete	scaffold_1	4121753	4123831	952.2	551
1275at5125	Complete	scaffold_8	200254	204663	2238.5	1159
12761at5125	Complete	scaffold_2	2449682	2452471	552.8	483
1276at5125	Complete	scaffold_10	884809	889619	2286.7	1148
12776at5125	Complete	scaffold_3	1577652	1579741	977.1	466
12778at5125	Complete	scaffold_2	1428011	1430519	1013.9	510
12787at5125	Complete	scaffold_6	1224456	1226333	936.4	520
12818at5125	Complete	scaffold_14	78615	82188	844.6	425
1281at5125	Complete	scaffold_15	503801	507913	2193.4	1115
12845at5125	Complete	scaffold_2	2731246	2733093	918.3	456
1284at5125	Complete	scaffold_1	3936249	3941192	1875.5	1048
12868at5125	Complete	scaffold_7	1578997	1581258	939.6	504
12871at5125	Complete	scaffold_10	950874	953498	1114.9	530
1287at5125	Complete	scaffold_2	2589985	2594753	1507.7	923
12884at5125	Complete	scaffold_5	591610	593506	982.7	496
12920at5125	Missing
12934at5125	Complete	scaffold_3	1476334	1479301	912.8	540
12935at5125	Complete	scaffold_1	2606233	2608859	778.0	496
12958at5125	Complete	scaffold_2	1317272	1319303	905.4	505
12960at5125	Complete	scaffold_2	309546	311422	702.2	410
12971at5125	Missing
12981at5125	Complete	scaffold_2	1305821	1307561	968.0	495
12991at5125	Complete	scaffold_11	184266	186623	1041.3	500
1299at5125	Complete	scaffold_2	3157607	3162531	2203.9	1239
13019at5125	Complete	scaffold_1	2839101	2843591	1057.8	522
13030at5125	Complete	scaffold_4	1350342	1352812	853.7	502
13033at5125	Complete	scaffold_4	601765	603924	802.8	532
13055at5125	Complete	scaffold_5	726893	729755	793.9	397
13059at5125	Complete	scaffold_1	1627231	1629230	965.2	553
1305at5125	Complete	scaffold_1	2924394	2928583	2010.7	1100
13061at5125	Complete	scaffold_2	3111213	3113000	911.0	449
13063at5125	Complete	scaffold_1	1671227	1673568	994.0	589
13064at5125	Complete	scaffold_2	1982086	1984505	1040.8	594
13066at5125	Complete	scaffold_5	2480606	2482813	671.7	495
13067at5125	Complete	scaffold_3	2512843	2514943	917.0	556
1307at5125	Complete	scaffold_3	2567957	2571724	2220.5	1085
13089at5125	Complete	scaffold_3	2405283	2407794	930.0	618
13100at5125	Complete	scaffold_11	1189980	1191934	1076.4	568
13117at5125	Complete	scaffold_4	2595943	2597980	870.3	495
13122at5125	Missing
13138at5125	Complete	scaffold_8	1540114	1542052	814.4	454
13158at5125	Complete	scaffold_5	2594859	2597116	717.3	541
13183at5125	Complete	scaffold_5	1211049	1213064	1042.3	529
1318at5125	Complete	scaffold_3	2840718	2845133	2415.0	1228
13206at5125	Complete	scaffold_5	2623073	2625349	1115.9	596
13209at5125	Complete	scaffold_14	96187	98334	1116.2	585
13216at5125	Complete	scaffold_1	1393836	1396525	990.7	511
13219at5125	Complete	scaffold_3	2081818	2088994	794.2	443
13220at5125	Missing
13241at5125	Complete	scaffold_14	316161	317952	956.9	479
13244at5125	Complete	scaffold_1	560845	562995	605.5	447
13255at5125	Complete	scaffold_8	610641	613267	1004.5	554
13290at5125	Complete	scaffold_15	121031	123432	977.0	525
13297at5125	Complete	scaffold_4	1030456	1032384	956.8	513
13299at5125	Complete	scaffold_10	466458	468736	827.7	504
13300at5125	Complete	scaffold_2	2090275	2092245	984.2	535
13302at5125	Complete	scaffold_1	3202322	3204508	1146.1	590
13308at5125	Complete	scaffold_13	575488	578044	840.5	548
1331at5125	Complete	scaffold_1	3045508	3051120	1588.1	1194
13328at5125	Complete	scaffold_14	247960	250220	911.9	504
13339at5125	Missing
13372at5125	Complete	scaffold_1	3075298	3077641	829.1	465
13381at5125	Complete	scaffold_5	617225	619335	940.4	522
13399at5125	Complete	scaffold_7	1949832	1951895	933.9	560
133at5125	Complete	scaffold_4	751228	760029	4435.6	2023
13405at5125	Complete	scaffold_7	1018339	1020846	848.8	551
13416at5125	Complete	scaffold_1	3135728	3137839	1270.5	618
1341at5125	Complete	scaffold_4	2283854	2287975	1809.4	1104
13421at5125	Complete	scaffold_12	877018	878976	980.2	478
13430at5125	Complete	scaffold_1	1348637	1353503	883.0	566
13450at5125	Complete	scaffold_4	1645179	1646948	908.1	488
13461at5125	Missing
13473at5125	Complete	scaffold_11	159043	160836	825.5	489
13485at5125	Missing
13511at5125	Complete	scaffold_6	1466322	1468478	1021.7	480
13516at5125	Complete	scaffold_13	328877	331683	1110.2	720
13543at5125	Complete	scaffold_1	2505663	2507554	1023.0	503
13548at5125	Complete	scaffold_3	780522	782629	794.3	496
13555at5125	Complete	scaffold_5	1681740	1684272	890.7	628
13598at5125	Complete	scaffold_3	1669887	1671896	995.4	446
13603at5125	Missing
13619at5125	Missing
1361at5125	Missing
13625at5125	Complete	scaffold_4	900045	901922	861.0	508
1365at5125	Complete	scaffold_9	123017	127372	2189.6	1246
13664at5125	Missing
13666at5125	Missing
13691at5125	Complete	scaffold_13	320563	322300	910.5	455
13703at5125	Complete	scaffold_2	3200306	3202396	816.3	491
13708at5125	Complete	scaffold_1	1329615	1331880	1040.9	521
1370at5125	Complete	scaffold_3	537261	542164	1738.5	1167
13710at5125	Complete	scaffold_5	1149748	1151967	676.5	471
13711at5125	Complete	scaffold_4	1182988	1184886	1024.9	480
13712at5125	Complete	scaffold_5	1021446	1023332	870.0	471
13762at5125	Complete	scaffold_3	1178194	1180149	682.1	426
1377at5125	Complete	scaffold_3	1283383	1288222	1426.0	862
13803at5125	Complete	scaffold_3	1430179	1432044	944.9	487
13805at5125	Complete	scaffold_8	843733	845821	862.0	506
13808at5125	Complete	scaffold_2	1371989	1374355	802.7	467
13816at5125	Complete	scaffold_7	29070	31569	932.7	612
13820at5125	Complete	scaffold_7	156896	159890	1002.6	685
13824at5125	Complete	scaffold_2	701870	703749	906.0	441
13829at5125	Complete	scaffold_1	2275106	2276921	949.7	467
13845at5125	Missing
13873at5125	Complete	scaffold_4	1189559	1191450	903.1	463
13898at5125	Complete	scaffold_6	639501	641565	829.3	506
1393at5125	Complete	scaffold_8	1533546	1538392	2302.8	1213
13949at5125	Complete	scaffold_15	313282	315381	745.5	403
13959at5125	Fragmented	scaffold_6	1400557	1406237	485.2	290
13960at5125	Complete	scaffold_14	306276	308621	882.9	423
13974at5125	Complete	scaffold_1	1234900	1236804	513.6	358
13977at5125	Complete	scaffold_6	413952	415710	990.2	489
13985at5125	Complete	scaffold_8	556424	561241	836.0	535
13987at5125	Missing
13988at5125	Complete	scaffold_15	484035	487793	1043.3	520
13998at5125	Complete	scaffold_1	2151934	2153802	739.3	388
14000at5125	Complete	scaffold_3	1457932	1459944	955.5	480
14002at5125	Complete	scaffold_6	1905594	1907539	858.7	465
1400at5125	Complete	scaffold_3	1502562	1507670	2098.9	1396
14030at5125	Complete	scaffold_5	607926	609630	935.1	473
14053at5125	Complete	scaffold_2	1303386	1305223	947.9	491
14058at5125	Complete	scaffold_5	611116	612873	924.5	500
14063at5125	Complete	scaffold_1	2108063	2111713	840.8	493
14093at5125	Fragmented	scaffold_2	392743	393989	495.6	259
14099at5125	Missing
1410at5125	Complete	scaffold_7	1675545	1679843	2284.0	1150
14140at5125	Complete	scaffold_3	2991799	2993841	937.1	599
14152at5125	Complete	scaffold_1	3708704	3710677	834.4	435
14158at5125	Complete	scaffold_4	2053952	2055998	829.1	425
14165at5125	Duplicated	scaffold_5	1555397	1557275	1375.9	494
14165at5125	Duplicated	scaffold_5	1558353	1561880	1248.1	979
14169at5125	Complete	scaffold_2	2094643	2096262	420.9	351
14183at5125	Complete	scaffold_7	1529612	1531276	912.0	477
14194at5125	Complete	scaffold_15	132734	134847	905.4	528
141at5125	Complete	scaffold_1	3622483	3630049	4282.9	2113
14213at5125	Complete	scaffold_4	392526	394439	688.7	490
14217at5125	Complete	scaffold_5	1141719	1143818	496.1	446
14243at5125	Complete	scaffold_1	3223060	3225447	893.2	462
14278at5125	Complete	scaffold_7	2157596	2159365	506.1	327
14281at5125	Complete	scaffold_7	1138581	1140358	844.9	456
1428at5125	Complete	scaffold_7	680579	684848	2230.6	1168
142at5125	Missing
14313at5125	Missing
14319at5125	Complete	scaffold_5	1435928	1438307	933.5	516
14334at5125	Complete	scaffold_2	3207595	3209838	545.4	415
14337at5125	Complete	scaffold_3	292989	295443	1123.9	681
14344at5125	Complete	scaffold_13	220949	222638	813.2	436
14368at5125	Complete	scaffold_6	1132183	1134416	758.1	558
14369at5125	Complete	scaffold_3	1385688	1387936	1090.2	590
14370at5125	Missing
14373at5125	Complete	scaffold_5	1382342	1385298	809.0	527
14388at5125	Complete	scaffold_1	4115795	4117730	1031.2	489
14389at5125	Complete	scaffold_1	1292360	1294091	947.0	474
1438at5125	Complete	scaffold_8	1036833	1041188	1936.0	1128
14401at5125	Complete	scaffold_14	263207	265417	882.3	508
14403at5125	Complete	scaffold_9	48649	50837	981.5	543
1440at5125	Complete	scaffold_7	2272115	2276006	1978.4	1099
14411at5125	Complete	scaffold_1	3485958	3488902	781.8	739
14426at5125	Complete	scaffold_10	85964	87838	930.7	463
14434at5125	Missing
14438at5125	Missing
14440at5125	Complete	scaffold_3	1377428	1379977	625.1	309
14448at5125	Complete	scaffold_2	590999	593333	999.3	559
14449at5125	Complete	scaffold_4	830345	832510	967.4	577
1447at5125	Complete	scaffold_7	321211	325375	2213.2	1089
14490at5125	Missing
14507at5125	Complete	scaffold_6	2395536	2397600	922.4	475
14514at5125	Complete	scaffold_4	442513	444747	956.0	654
14516at5125	Complete	scaffold_16	156755	160285	1131.8	817
1452at5125	Complete	scaffold_2	1647812	1653210	2358.5	1336
14536at5125	Complete	scaffold_5	506613	508347	739.9	450
14562at5125	Complete	scaffold_11	737155	739334	971.0	459
14592at5125	Complete	scaffold_11	981536	985199	1096.0	589
14617at5125	Complete	scaffold_1	2013842	2015765	515.5	425
14618at5125	Complete	scaffold_12	941478	943334	945.3	500
14620at5125	Complete	scaffold_11	948080	950311	954.6	542
1462at5125	Complete	scaffold_3	1513378	1518528	2221.2	1178
14632at5125	Missing
14639at5125	Complete	scaffold_10	223061	225246	657.4	460
14671at5125	Complete	scaffold_2	2943382	2945223	999.6	507
14679at5125	Complete	scaffold_4	1303436	1305617	746.6	473
14726at5125	Complete	scaffold_2	1353139	1355736	769.4	531
14736at5125	Complete	scaffold_12	861249	862864	995.7	445
14737at5125	Complete	scaffold_4	1799262	1801032	814.3	407
1473at5125	Missing
14748at5125	Missing
14763at5125	Complete	scaffold_4	1574836	1577197	598.0	487
14797at5125	Complete	scaffold_1	4103551	4105858	849.5	451
14810at5125	Complete	scaffold_7	2313041	2315320	1012.6	575
14811at5125	Complete	scaffold_6	1322582	1325020	781.2	526
14816at5125	Complete	scaffold_7	162633	165294	854.0	662
14818at5125	Complete	scaffold_3	234328	236123	781.5	463
1484at5125	Complete	scaffold_3	325042	330336	2581.9	1516
14852at5125	Complete	scaffold_2	2532132	2534685	787.7	504
14858at5125	Missing
1485at5125	Complete	scaffold_3	3004557	3009632	1957.7	1287
14922at5125	Complete	scaffold_13	162629	164304	951.5	463
14924at5125	Complete	scaffold_1	2761946	2763745	752.9	439
14931at5125	Missing
14934at5125	Complete	scaffold_12	151458	154060	767.5	473
15009at5125	Complete	scaffold_3	528309	530090	773.9	458
1502at5125	Complete	scaffold_5	2187271	2191276	1958.7	1104
15062at5125	Complete	scaffold_9	267142	269307	954.2	577
15063at5125	Complete	scaffold_11	1175915	1178136	880.4	486
1508at5125	Complete	scaffold_2	3345442	3350491	1858.1	1018
15093at5125	Complete	scaffold_7	1849506	1851591	855.4	504
15095at5125	Complete	scaffold_15	240572	242437	815.4	494
15099at5125	Complete	scaffold_3	1805091	1809783	870.8	533
1510at5125	Complete	scaffold_3	1036704	1041404	2282.7	1202
15118at5125	Complete	scaffold_9	465013	467052	665.7	388
1511at5125	Complete	scaffold_2	368025	372610	1811.6	1214
15129at5125	Complete	scaffold_6	1771670	1773500	679.7	394
15136at5125	Complete	scaffold_14	258923	261117	685.7	506
15137at5125	Complete	scaffold_3	1595533	1597827	872.9	490
15141at5125	Complete	scaffold_2	1857560	1859816	806.6	563
15142at5125	Complete	scaffold_5	1278416	1280776	910.5	636
15144at5125	Complete	scaffold_9	52721	55141	742.3	562
15148at5125	Complete	scaffold_2	1725391	1728092	765.1	514
1515at5125	Complete	scaffold_1	2207282	2211885	1708.1	1108
15168at5125	Complete	scaffold_2	2980137	2982637	952.7	506
15175at5125	Missing
15188at5125	Complete	scaffold_9	877866	879470	961.5	434
15212at5125	Missing
15219at5125	Complete	scaffold_2	1788770	1790793	781.4	521
15220at5125	Complete	scaffold_3	1540240	1542287	702.9	388
15255at5125	Missing
15277at5125	Complete	scaffold_1	1273845	1275901	995.8	500
1528at5125	Complete	scaffold_7	1379431	1384083	2249.6	1221
15301at5125	Complete	scaffold_14	470214	471776	863.6	444
15304at5125	Complete	scaffold_9	1204639	1206363	980.3	491
15318at5125	Complete	scaffold_5	679949	682189	868.6	596
1531at5125	Complete	scaffold_1	2263105	2267389	2087.6	1127
15369at5125	Complete	scaffold_15	356378	358713	985.0	623
15387at5125	Complete	scaffold_2	2517772	2519699	841.0	476
15392at5125	Complete	scaffold_8	77627	79393	912.6	493
15397at5125	Complete	scaffold_11	1024034	1026203	964.4	566
15401at5125	Complete	scaffold_14	254449	256665	532.6	485
15412at5125	Complete	scaffold_1	2143615	2145466	850.7	435
